"UU2020";"UU2020lib";"TUU2017";"TDUU2017";"TYPE_UU2020";"NB_COM";"UU2020libNCC";"REG_dom";"DEP_dom";"DEPshort_dom";"regdep"
"00151";"Lécluse";1;11;3;2;"LECLUSE";"32";"59";"59-Nor";"HDF/59-Nor"
"00152";"Olonzac";1;11;3;2;"OLONZAC";"76";"11";"11-Aud";"OCC/11-Aud"
"00153";"Cussey-sur-l'Ognon";1;11;3;3;"CUSSEY SUR L OGNON";"27";"70";"70-HSa";"BFC/70-HSa"
"00154";"Aumale";1;11;4;2;"AUMALE";"32";"60";"60-Ois";"HDF/60-Ois"
"00155";"Gouy-sous-Bellonne";1;11;3;2;"GOUY SOUS BELLONNE";"32";"59";"59-Nor";"HDF/59-Nor"
"00156";"Bessé-sur-Braye";1;12;4;2;"BESSE SUR BRAYE";"24";"41";"41-LeC";"CVL/41-LeC"
"00157";"Incheville";1;13;4;3;"INCHEVILLE";"32";"80";"80-Som";"HDF/80-Som"
"00158";"Gamaches";1;13;4;2;"GAMACHES";"28";"76";"76-SMa";"NOR/76-SMa"
"00159";"Entre-deux-Guiers";1;13;3;3;"ENTRE DEUX GUIERS";"84";"73";"73-Sav";"ARA/73-Sav"
"00160";"Sablons";1;13;3;2;"SABLONS";"84";"07";"07-Ard";"ARA/07-Ard"
"00161";"Arleux";1;13;3;2;"ARLEUX";"32";"59";"59-Nor";"HDF/59-Nor"
"00162";"Blangy-sur-Bresle";1;13;4;2;"BLANGY SUR BRESLE";"28";"76";"76-SMa";"NOR/76-SMa"
"00163";"Vayrac";1;14;4;6;"VAYRAC";"76";"46";"46-Lot";"OCC/46-Lot"
"00164";"Saint-Georges-sur-Cher";1;14;3;3;"SAINT GEORGES SUR CHER";"24";"41";"41-LeC";"CVL/41-LeC"
"00165";"Seyssel";1;14;3;3;"SEYSSEL";"84";"01";"01-Ain";"ARA/01-Ain"
"00166";"Saint-Ouen-de-Thouberville";1;14;3;4;"SAINT OUEN DE THOUBERVILLE";"28";"27";"27-Eur";"NOR/27-Eur"
"00167";"Châtenois-les-Forges";1;14;3;3;"CHATENOIS LES FORGES";"27";"90";"90-TdB";"BFC/90-TdB"
"00251";"Pontacq";2;21;4;5;"PONTACQ";"75";"64";"64-PyA";"NAQ/64-PyA"
"00252";"Plestin-les-Grèves";2;21;3;2;"PLESTIN LES GREVES";"53";"22";"22-CdA";"BRE/22-CdA"
"00253";"Ivry-la-Bataille";2;21;4;3;"IVRY LA BATAILLE";"24";"28";"28-EeL";"CVL/28-EeL"
"00254";"Montréjeau";2;21;3;5;"MONTREJEAU";"76";"31";"31-HGa";"OCC/31-HGa"
"00255";"Descartes";2;21;4;3;"DESCARTES";"24";"37";"37-IeL";"CVL/37-IeL"
"00256";"Chazelles-sur-Lyon";2;21;3;2;"CHAZELLES SUR LYON";"84";"42";"42-Loi";"ARA/42-Loi"
"00257";"Chauffailles";2;21;4;5;"CHAUFFAILLES";"27";"71";"71-SeL";"BFC/71-SeL"
"00258";"Chagny";2;21;3;2;"CHAGNY";"27";"21";"21-CdO";"BFC/21-CdO"
"00259";"Castillon-la-Bataille";2;21;3;4;"CASTILLON LA BATAILLE";"75";"33";"33-Gir";"NAQ/33-Gir"
"00260";"Aire-sur-l'Adour";2;22;4;2;"AIRE SUR L ADOUR";"76";"32";"32-Ger";"OCC/32-Ger"
"00261";"Terrasson-Lavilledieu";2;22;3;2;"TERRASSON LAVILLEDIEU";"75";"19";"19-Cor";"NAQ/19-Cor"
"00262";"Raon-l'Étape";2;22;3;3;"RAON L ETAPE";"44";"54";"54-MeM";"GES/54-MeM"
"00263";"Condé-en-Normandie";2;22;3;2;"CONDE EN NORMANDIE";"28";"14";"14-Cal";"NOR/14-Cal"
"00264";"Beaucourt";2;22;3;4;"BEAUCOURT";"27";"25";"25-Dou";"BFC/25-Dou"
"00265";"Le Malesherbois";2;22;4;2;"LE MALESHERBOIS";"24";"45";"45-Lot";"CVL/45-Lot"
"00266";"Souppes-sur-Loing";2;22;4;2;"SOUPPES SUR LOING";"24";"45";"45-Lot";"CVL/45-Lot"
"00267";"Carhaix-Plouguer";2;22;3;3;"CARHAIX PLOUGUER";"53";"29";"29-Fin";"BRE/29-Fin"
"00268";"Saint-Rambert-d'Albon";2;22;3;2;"SAINT RAMBERT D ALBON";"84";"26";"26-Drô";"ARA/26-Drô"
"00269";"Pontcharra";2;22;3;5;"PONTCHARRA";"84";"73";"73-Sav";"ARA/73-Sav"
"00270";"Digoin";2;22;4;3;"DIGOIN";"84";"03";"03-All";"ARA/03-All"
"00351";"Brassac-les-Mines";3;31;3;6;"BRASSAC LES MINES";"84";"43";"43-HLo";"ARA/43-HLo"
"00352";"Montpon-Ménestérol";3;31;3;7;"MONTPON MENESTEROL";"75";"24";"24-Dor";"NAQ/24-Dor"
"00353";"Saint-Vallier";3;31;3;7;"SAINT VALLIER";"84";"26";"26-Drô";"ARA/26-Drô"
"00354";"Épernon";3;31;4;6;"EPERNON";"24";"28";"28-EeL";"CVL/28-EeL"
"00355";"Ézy-sur-Eure";3;31;4;7;"EZY SUR EURE";"24";"28";"28-EeL";"CVL/28-EeL"
"00356";"Saint-Lubin-des-Joncherets-Nonancourt";3;31;4;5;"SAINT LUBIN DES JONCHERETS NONANCOURT";"28";"27";"27-Eur";"NOR/27-Eur"
"00357";"Gisors";3;31;4;3;"GISORS";"32";"60";"60-Ois";"HDF/60-Ois"
"00358";"Allevard";3;31;3;9;"ALLEVARD";"84";"73";"73-Sav";"ARA/73-Sav"
"00359";"Eu";3;32;4;6;"EU";"28";"76";"76-SMa";"NOR/76-SMa"
"00360";"Valserhône";3;32;3;2;"VALSERHONE";"84";"01";"01-Ain";"ARA/01-Ain"
"00361";"Le Grau-du-Roi";3;32;3;2;"LE GRAU DU ROI";"76";"30";"30-Gar";"OCC/30-Gar"
"00362";"Clisson";4;41;3;4;"CLISSON";"52";"44";"44-LoA";"PDL/44-LoA"
"00451";"Belleville-en-Beaujolais";4;41;3;5;"BELLEVILLE EN BEAUJOLAIS";"84";"69";"69-Rhô";"ARA/69-Rhô"
"00452";"Esch-sur-Alzette (LUX)-Villerupt (partie française)";4;41;5;5;"ESCH SUR ALZETTE (LUX) VILLERUPT (PARTIE FRANCAISE)";"44";"57";"57-Mos";"GES/57-Mos"
"00453";"Le Pont-de-Beauvoisin";4;41;3;13;"LE PONT DE BEAUVOISIN";"84";"73";"73-Sav";"ARA/73-Sav"
"00454";"Honfleur";4;41;3;12;"HONFLEUR";"28";"14";"14-Cal";"NOR/14-Cal"
"00455";"Jœuf";4;41;3;6;"JŒUF";"44";"54";"54-MeM";"GES/54-MeM"
"00456";"Redon";4;41;4;6;"REDON";"53";"56";"56-Mor";"BRE/56-Mor"
"00457";"Saint-Laurent-de-la-Salanque";4;41;3;4;"SAINT LAURENT DE LA SALANQUE";"76";"66";"66-PyO";"OCC/66-PyO"
"00458";"Marmande";4;42;3;10;"MARMANDE";"75";"47";"47-LeG";"NAQ/47-LeG"
"00459";"Tournon-sur-Rhône";4;43;3;8;"TOURNON SUR RHONE";"84";"26";"26-Drô";"ARA/26-Drô"
"00460";"Saint-Dizier";4;43;3;6;"SAINT DIZIER";"44";"52";"52-HMa";"GES/52-HMa"
"00461";"Beaucaire";4;43;4;2;"BEAUCAIRE";"93";"13";"13-BdR";"PACA/13-BdR"
"00462";"Dinard";4;43;3;9;"DINARD";"53";"35";"35-IeV";"BRE/35-IeV"
"00463";"Persan-Beaumont-sur-Oise";4;43;4;6;"PERSAN BEAUMONT SUR OISE";"11";"95";"95-VdO";"IDF/95-VdO"
"00464";"Alençon";4;44;4;8;"ALENCON";"28";"61";"61-Orn";"NOR/61-Orn"
"00465";"Sallanches";4;44;3;12;"SALLANCHES";"84";"74";"74-HSv";"ARA/74-HSv"
"00551";"Lunel";5;51;3;9;"LUNEL";"76";"34";"34-Hér";"OCC/34-Hér"
"00552";"Arles";5;51;4;2;"ARLES";"93";"13";"13-BdR";"PACA/13-BdR"
"00553";"Montélimar";5;51;3;7;"MONTELIMAR";"84";"26";"26-Drô";"ARA/26-Drô"
"00554";"Mâcon";5;51;4;16;"MACON";"27";"71";"71-SeL";"BFC/71-SeL"
"00555";"Bergerac";5;51;3;22;"BERGERAC";"75";"24";"24-Dor";"NAQ/24-Dor"
"00556";"Saint-Omer";5;52;3;23;"SAINT OMER";"32";"62";"62-PdC";"HDF/62-PdC"
"00557";"Brive-la-Gaillarde";5;52;3;12;"BRIVE LA GAILLARDE";"75";"19";"19-Cor";"NAQ/19-Cor"
"00558";"Belfort";5;52;3;16;"BELFORT";"27";"90";"90-TdB";"BFC/90-TdB"
"00559";"Vienne";5;52;3;25;"VIENNE";"84";"38";"38-Isè";"ARA/38-Isè"
"00651";"Montbéliard";6;61;3;25;"MONTBELIARD";"27";"25";"25-Dou";"BFC/25-Dou"
"00652";"Valence";6;61;3;10;"VALENCE";"84";"26";"26-Drô";"ARA/26-Drô"
"00653";"Genève (SUI)-Annemasse (partie française)";6;62;5;34;"GENEVE (SUI) ANNEMASSE (PARTIE FRANCAISE)";"84";"74";"74-HSv";"ARA/74-HSv"
"00751";"Bayonne (partie française)";7;71;5;28;"BAYONNE (PARTIE FRANCAISE)";"75";"64";"64-PyA";"NAQ/64-PyA"
"00752";"Béthune";7;72;3;94;"BETHUNE";"32";"62";"62-PdC";"HDF/62-PdC"
"00753";"Saint-Étienne";7;72;3;32;"SAINT ETIENNE";"84";"42";"42-Loi";"ARA/42-Loi"
"00754";"Avignon";7;72;4;59;"AVIGNON";"93";"84";"84-Vau";"PACA/84-Vau"
"00755";"Rouen";7;72;3;50;"ROUEN";"28";"76";"76-SMa";"NOR/76-SMa"
"00756";"Douai-Lens";7;73;3;67;"DOUAI LENS";"32";"62";"62-PdC";"HDF/62-PdC"
"00757";"Toulon";7;73;3;27;"TOULON";"93";"83";"83-Var";"PACA/83-Var"
"00758";"Toulouse";7;73;3;81;"TOULOUSE";"76";"31";"31-HGa";"OCC/31-HGa"
"00759";"Marseille-Aix-en-Provence";7;73;3;50;"MARSEILLE AIX EN PROVENCE";"93";"13";"13-BdR";"PACA/13-BdR"
"00760";"Lyon";7;73;3;123;"LYON";"84";"69";"69-Rhô";"ARA/69-Rhô"
"00851";"Paris";8;80;3;406;"PARIS";"11";"78";"78-Yve";"IDF/78-Yve"
"01000";"Communes hors unité urbaine du département 01";0;0;0;279;"COMMUNES HORS UNITE URBAINE DU DEPARTEMENT 01";"84";"01";"01-Ain";"ARA/01-Ain"
"01101";"Saint-Martin-du-Frêne";1;11;2;3;"SAINT MARTIN DU FRENE";"84";"01";"01-Ain";"ARA/01-Ain"
"01102";"Échenevex";1;11;1;1;"ECHENEVEX";"84";"01";"01-Ain";"ARA/01-Ain"
"01103";"Versonnex";1;11;1;1;"VERSONNEX";"84";"01";"01-Ain";"ARA/01-Ain"
"01104";"Châtillon-la-Palud";1;11;2;2;"CHATILLON LA PALUD";"84";"01";"01-Ain";"ARA/01-Ain"
"01105";"Chalamont";1;11;1;1;"CHALAMONT";"84";"01";"01-Ain";"ARA/01-Ain"
"01106";"Polliat";1;12;1;1;"POLLIAT";"84";"01";"01-Ain";"ARA/01-Ain"
"01107";"Saint-Maurice-de-Gourdans";1;12;1;1;"SAINT MAURICE DE GOURDANS";"84";"01";"01-Ain";"ARA/01-Ain"
"01108";"Buellas";1;12;2;2;"BUELLAS";"84";"01";"01-Ain";"ARA/01-Ain"
"01109";"Vonnas";1;12;1;1;"VONNAS";"84";"01";"01-Ain";"ARA/01-Ain"
"01110";"Pont-d'Ain";1;12;1;1;"PONT D AIN";"84";"01";"01-Ain";"ARA/01-Ain"
"01111";"Culoz-Béon";1;13;1;1;"CULOZ BEON";"84";"01";"01-Ain";"ARA/01-Ain"
"01112";"Loyettes";1;13;1;1;"LOYETTES";"84";"01";"01-Ain";"ARA/01-Ain"
"01113";"Attignat";1;13;1;1;"ATTIGNAT";"84";"01";"01-Ain";"ARA/01-Ain"
"01114";"Feillens";1;13;1;1;"FEILLENS";"84";"01";"01-Ain";"ARA/01-Ain"
"01115";"Saint-André-de-Corcy";1;13;1;1;"SAINT ANDRE DE CORCY";"84";"01";"01-Ain";"ARA/01-Ain"
"01116";"Montagnat";1;13;2;2;"MONTAGNAT";"84";"01";"01-Ain";"ARA/01-Ain"
"01117";"Villieu-Loyes-Mollon";1;13;1;1;"VILLIEU LOYES MOLLON";"84";"01";"01-Ain";"ARA/01-Ain"
"01118";"Péron";1;13;2;2;"PERON";"84";"01";"01-Ain";"ARA/01-Ain"
"01119";"Montrevel-en-Bresse";1;13;2;2;"MONTREVEL EN BRESSE";"84";"01";"01-Ain";"ARA/01-Ain"
"01120";"Replonges";1;13;1;1;"REPLONGES";"84";"01";"01-Ain";"ARA/01-Ain"
"01121";"Jujurieux";1;13;2;2;"JUJURIEUX";"84";"01";"01-Ain";"ARA/01-Ain"
"01122";"Crozet";1;13;2;2;"CROZET";"84";"01";"01-Ain";"ARA/01-Ain"
"01123";"Ceyzériat";1;14;2;2;"CEYZERIAT";"84";"01";"01-Ain";"ARA/01-Ain"
"01124";"Nantua";1;14;2;2;"NANTUA";"84";"01";"01-Ain";"ARA/01-Ain"
"01125";"Pont-de-Vaux";1;14;2;3;"PONT DE VAUX";"84";"01";"01-Ain";"ARA/01-Ain"
"01126";"Crottet-Pont-de-Veyle";1;14;2;3;"CROTTET PONT DE VEYLE";"84";"01";"01-Ain";"ARA/01-Ain"
"01127";"Saint-Didier-sur-Chalaronne-Thoissey";1;14;2;2;"SAINT DIDIER SUR CHALARONNE THOISSEY";"84";"01";"01-Ain";"ARA/01-Ain"
"01128";"Villars-les-Dombes";1;14;1;1;"VILLARS LES DOMBES";"84";"01";"01-Ain";"ARA/01-Ain"
"01129";"Plateau d'Hauteville";1;14;1;1;"PLATEAU D HAUTEVILLE";"84";"01";"01-Ain";"ARA/01-Ain"
"01130";"Châtillon-sur-Chalaronne";1;14;1;1;"CHATILLON SUR CHALARONNE";"84";"01";"01-Ain";"ARA/01-Ain"
"01201";"Bâgé-Dommartin";2;21;2;3;"BAGE DOMMARTIN";"84";"01";"01-Ain";"ARA/01-Ain"
"01202";"Béligneux";2;21;2;2;"BELIGNEUX";"84";"01";"01-Ain";"ARA/01-Ain"
"01203";"Montréal-la-Cluse";2;22;2;5;"MONTREAL LA CLUSE";"84";"01";"01-Ain";"ARA/01-Ain"
"01204";"Lagnieu";2;22;2;2;"LAGNIEU";"84";"01";"01-Ain";"ARA/01-Ain"
"01205";"Divonne-les-Bains (partie française)";2;22;5;1;"DIVONNE LES BAINS (PARTIE FRANCAISE)";"84";"01";"01-Ain";"ARA/01-Ain"
"01301";"Belley";3;31;2;2;"BELLEY";"84";"01";"01-Ain";"ARA/01-Ain"
"01302";"Meximieux";3;31;2;3;"MEXIMIEUX";"84";"01";"01-Ain";"ARA/01-Ain"
"01303";"Ambérieu-en-Bugey";3;32;2;3;"AMBERIEU EN BUGEY";"84";"01";"01-Ain";"ARA/01-Ain"
"01401";"Gex";4;41;2;3;"GEX";"84";"01";"01-Ain";"ARA/01-Ain"
"01402";"Oyonnax";4;43;2;5;"OYONNAX";"84";"01";"01-Ain";"ARA/01-Ain"
"01501";"Bourg-en-Bresse";5;51;2;5;"BOURG EN BRESSE";"84";"01";"01-Ain";"ARA/01-Ain"
"02000";"Communes hors unité urbaine du département 02";0;0;0;724;"COMMUNES HORS UNITE URBAINE DU DEPARTEMENT 02";"32";"02";"02-Ais";"HDF/02-Ais"
"02101";"Vailly-sur-Aisne";1;11;1;1;"VAILLY SUR AISNE";"32";"02";"02-Ais";"HDF/02-Ais"
"02102";"Sissonne";1;11;1;1;"SISSONNE";"32";"02";"02-Ais";"HDF/02-Ais"
"02103";"La Ferté-Milon";1;11;1;1;"LA FERTE MILON";"32";"02";"02-Ais";"HDF/02-Ais"
"02104";"Braine";1;11;1;1;"BRAINE";"32";"02";"02-Ais";"HDF/02-Ais"
"02105";"Nesles-la-Montagne";1;11;2;2;"NESLES LA MONTAGNE";"32";"02";"02-Ais";"HDF/02-Ais"
"02106";"Marle";1;11;1;1;"MARLE";"32";"02";"02-Ais";"HDF/02-Ais"
"02107";"Saint-Gobain";1;11;1;1;"SAINT GOBAIN";"32";"02";"02-Ais";"HDF/02-Ais"
"02108";"Venizel";1;12;2;2;"VENIZEL";"32";"02";"02-Ais";"HDF/02-Ais"
"02109";"Le Nouvion-en-Thiérache";1;12;1;1;"LE NOUVION EN THIERACHE";"32";"02";"02-Ais";"HDF/02-Ais"
"02110";"Villeneuve-sur-Aisne";1;12;1;1;"VILLENEUVE SUR AISNE";"32";"02";"02-Ais";"HDF/02-Ais"
"02111";"Montescourt-Lizerolles";1;12;2;2;"MONTESCOURT LIZEROLLES";"32";"02";"02-Ais";"HDF/02-Ais"
"02112";"Fresnoy-le-Grand";1;12;1;1;"FRESNOY LE GRAND";"32";"02";"02-Ais";"HDF/02-Ais"
"02113";"Fère-en-Tardenois";1;13;1;1;"FERE EN TARDENOIS";"32";"02";"02-Ais";"HDF/02-Ais"
"02114";"Origny-Sainte-Benoite";1;13;2;3;"ORIGNY SAINTE BENOITE";"32";"02";"02-Ais";"HDF/02-Ais"
"02115";"Étreux";1;13;2;4;"ETREUX";"32";"02";"02-Ais";"HDF/02-Ais"
"02116";"Saint-Michel";1;13;1;1;"SAINT MICHEL";"32";"02";"02-Ais";"HDF/02-Ais"
"02117";"Vervins";1;13;2;2;"VERVINS";"32";"02";"02-Ais";"HDF/02-Ais"
"02118";"Pinon";1;14;2;2;"PINON";"32";"02";"02-Ais";"HDF/02-Ais"
"02119";"Guise";1;14;1;1;"GUISE";"32";"02";"02-Ais";"HDF/02-Ais"
"02201";"Bohain-en-Vermandois";2;21;1;1;"BOHAIN EN VERMANDOIS";"32";"02";"02-Ais";"HDF/02-Ais"
"02202";"Charly-sur-Marne";2;22;2;5;"CHARLY SUR MARNE";"32";"02";"02-Ais";"HDF/02-Ais"
"02203";"Hirson";2;22;2;2;"HIRSON";"32";"02";"02-Ais";"HDF/02-Ais"
"02301";"Villers-Cotterêts";3;31;1;1;"VILLERS COTTERETS";"32";"02";"02-Ais";"HDF/02-Ais"
"02302";"Chauny";3;32;2;5;"CHAUNY";"32";"02";"02-Ais";"HDF/02-Ais"
"02401";"Château-Thierry";4;41;2;6;"CHATEAU THIERRY";"32";"02";"02-Ais";"HDF/02-Ais"
"02402";"Tergnier";4;41;2;7;"TERGNIER";"32";"02";"02-Ais";"HDF/02-Ais"
"02403";"Laon";4;42;2;3;"LAON";"32";"02";"02-Ais";"HDF/02-Ais"
"02404";"Soissons";4;44;2;8;"SOISSONS";"32";"02";"02-Ais";"HDF/02-Ais"
"02501";"Saint-Quentin";5;51;2;6;"SAINT QUENTIN";"32";"02";"02-Ais";"HDF/02-Ais"
"03000";"Communes hors unité urbaine du département 03";0;0;0;279;"COMMUNES HORS UNITE URBAINE DU DEPARTEMENT 03";"84";"03";"03-All";"ARA/03-All"
"03101";"Néris-les-Bains";1;12;1;1;"NERIS LES BAINS";"84";"03";"03-All";"ARA/03-All"
"03102";"Bourbon-l'Archambault";1;12;1;1;"BOURBON L ARCHAMBAULT";"84";"03";"03-All";"ARA/03-All"
"03103";"Dompierre-sur-Besbre";1;13;1;1;"DOMPIERRE SUR BESBRE";"84";"03";"03-All";"ARA/03-All"
"03104";"Varennes-sur-Allier";1;13;1;1;"VARENNES SUR ALLIER";"84";"03";"03-All";"ARA/03-All"
"03105";"Lapalisse";1;13;2;2;"LAPALISSE";"84";"03";"03-All";"ARA/03-All"
"03106";"Saint-Germain-des-Fossés";1;14;2;3;"SAINT GERMAIN DES FOSSES";"84";"03";"03-All";"ARA/03-All"
"03201";"Saint-Pourçain-sur-Sioule";2;21;1;1;"SAINT POURCAIN SUR SIOULE";"84";"03";"03-All";"ARA/03-All"
"03202";"Gannat";2;21;1;1;"GANNAT";"84";"03";"03-All";"ARA/03-All"
"03203";"Commentry";2;22;2;2;"COMMENTRY";"84";"03";"03-All";"ARA/03-All"
"03401";"Moulins";4;43;2;4;"MOULINS";"84";"03";"03-All";"ARA/03-All"
"03501";"Montluçon";5;51;2;6;"MONTLUCON";"84";"03";"03-All";"ARA/03-All"
"03502";"Vichy";5;51;2;13;"VICHY";"84";"03";"03-All";"ARA/03-All"
"04000";"Communes hors unité urbaine du département 04";0;0;0;174;"COMMUNES HORS UNITE URBAINE DU DEPARTEMENT 04";"93";"04";"04-AHP";"PACA/04-AHP"
"04101";"Aiglun";1;11;2;2;"AIGLUN";"93";"04";"04-AHP";"PACA/04-AHP"
"04102";"Gréoux-les-Bains";1;12;1;1;"GREOUX LES BAINS";"93";"04";"04-AHP";"PACA/04-AHP"
"04103";"Peyruis";1;12;1;1;"PEYRUIS";"93";"04";"04-AHP";"PACA/04-AHP"
"04104";"Volx";1;13;1;1;"VOLX";"93";"04";"04-AHP";"PACA/04-AHP"
"04105";"Valensole";1;13;1;1;"VALENSOLE";"93";"04";"04-AHP";"PACA/04-AHP"
"04106";"Barcelonnette";1;13;2;2;"BARCELONNETTE";"93";"04";"04-AHP";"PACA/04-AHP"
"04107";"Les Mées";1;13;1;1;"LES MEES";"93";"04";"04-AHP";"PACA/04-AHP"
"04108";"Villeneuve";1;14;1;1;"VILLENEUVE";"93";"04";"04-AHP";"PACA/04-AHP"
"04201";"Forcalquier";2;21;2;2;"FORCALQUIER";"93";"04";"04-AHP";"PACA/04-AHP"
"04202";"Oraison";2;22;2;2;"ORAISON";"93";"04";"04-AHP";"PACA/04-AHP"
"04203";"Château-Arnoux-Saint-Auban";2;22;2;3;"CHATEAU ARNOUX SAINT AUBAN";"93";"04";"04-AHP";"PACA/04-AHP"
"04204";"Sisteron";2;22;1;1;"SISTERON";"93";"04";"04-AHP";"PACA/04-AHP"
"04301";"Digne-les-Bains";3;32;2;2;"DIGNE LES BAINS";"93";"04";"04-AHP";"PACA/04-AHP"
"04401";"Manosque";4;43;2;4;"MANOSQUE";"93";"04";"04-AHP";"PACA/04-AHP"
"05000";"Communes hors unité urbaine du département 05";0;0;0;140;"COMMUNES HORS UNITE URBAINE DU DEPARTEMENT 05";"93";"05";"05-HAl";"PACA/05-HAl"
"05101";"L'Argentière-la-Bessée";1;11;1;1;"L ARGENTIERE LA BESSEE";"93";"05";"05-HAl";"PACA/05-HAl"
"05102";"Tallard";1;11;2;2;"TALLARD";"93";"05";"05-HAl";"PACA/05-HAl"
"05103";"Chorges";1;12;1;1;"CHORGES";"93";"05";"05-HAl";"PACA/05-HAl"
"05104";"Guillestre";1;13;2;3;"GUILLESTRE";"93";"05";"05-HAl";"PACA/05-HAl"
"05105";"Veynes";1;13;2;2;"VEYNES";"93";"05";"05-HAl";"PACA/05-HAl"
"05106";"Laragne-Montéglin";1;13;2;2;"LARAGNE MONTEGLIN";"93";"05";"05-HAl";"PACA/05-HAl"
"05201";"Embrun";2;22;2;3;"EMBRUN";"93";"05";"05-HAl";"PACA/05-HAl"
"05301";"Briançon";3;32;2;6;"BRIANCON";"93";"05";"05-HAl";"PACA/05-HAl"
"05401";"Gap";4;44;2;2;"GAP";"93";"05";"05-HAl";"PACA/05-HAl"
"06000";"Communes hors unité urbaine du département 06";0;0;0;93;"COMMUNES HORS UNITE URBAINE DU DEPARTEMENT 06";"93";"06";"06-AMa";"PACA/06-AMa"
"06101";"Breil-sur-Roya";1;11;1;1;"BREIL SUR ROYA";"93";"06";"06-AMa";"PACA/06-AMa"
"06102";"L'Escarène";1;12;1;1;"L ESCARENE";"93";"06";"06-AMa";"PACA/06-AMa"
"06103";"Saint-Martin-du-Var";1;13;1;1;"SAINT MARTIN DU VAR";"93";"06";"06-AMa";"PACA/06-AMa"
"06104";"Roquebillière";1;13;2;3;"ROQUEBILLIERE";"93";"06";"06-AMa";"PACA/06-AMa"
"06105";"Saint-Vallier-de-Thiey";1;13;1;1;"SAINT VALLIER DE THIEY";"93";"06";"06-AMa";"PACA/06-AMa"
"06106";"Sospel";1;13;1;1;"SOSPEL";"93";"06";"06-AMa";"PACA/06-AMa"
"06107";"Saint-Cézaire-sur-Siagne";1;13;1;1;"SAINT CEZAIRE SUR SIAGNE";"93";"06";"06-AMa";"PACA/06-AMa"
"06108";"Levens";1;14;1;1;"LEVENS";"93";"06";"06-AMa";"PACA/06-AMa"
"06501";"Menton-Monaco (partie française)";5;51;5;9;"MENTON MONACO (PARTIE FRANCAISE)";"93";"06";"06-AMa";"PACA/06-AMa"
"06701";"Nice";7;73;2;51;"NICE";"93";"06";"06-AMa";"PACA/06-AMa"
"07000";"Communes hors unité urbaine du département 07";0;0;0;253;"COMMUNES HORS UNITE URBAINE DU DEPARTEMENT 07";"84";"07";"07-Ard";"ARA/07-Ard"
"07101";"Lavilledieu";1;11;1;1;"LAVILLEDIEU";"84";"07";"07-Ard";"ARA/07-Ard"
"07102";"Lamastre";1;11;1;1;"LAMASTRE";"84";"07";"07-Ard";"ARA/07-Ard"
"07103";"Lalevade-d'Ardèche";1;11;2;2;"LALEVADE D ARDECHE";"84";"07";"07-Ard";"ARA/07-Ard"
"07104";"Villeneuve-de-Berg";1;12;1;1;"VILLENEUVE DE BERG";"84";"07";"07-Ard";"ARA/07-Ard"
"07105";"Cruas";1;13;1;1;"CRUAS";"84";"07";"07-Ard";"ARA/07-Ard"
"07106";"Vallon-Pont-d'Arc";1;13;2;2;"VALLON PONT D ARC";"84";"07";"07-Ard";"ARA/07-Ard"
"07107";"Le Cheylard";1;13;2;2;"LE CHEYLARD";"84";"07";"07-Ard";"ARA/07-Ard"
"07108";"Viviers";1;13;1;1;"VIVIERS";"84";"07";"07-Ard";"ARA/07-Ard"
"07109";"Chomérac";1;13;2;2;"CHOMERAC";"84";"07";"07-Ard";"ARA/07-Ard"
"07110";"Peaugres";1;13;2;2;"PEAUGRES";"84";"07";"07-Ard";"ARA/07-Ard"
"07111";"Saint-Julien-en-Saint-Alban";1;13;2;3;"SAINT JULIEN EN SAINT ALBAN";"84";"07";"07-Ard";"ARA/07-Ard"
"07112";"Le Pouzin";1;14;2;2;"LE POUZIN";"84";"07";"07-Ard";"ARA/07-Ard"
"07113";"Les Vans";1;14;2;4;"LES VANS";"84";"07";"07-Ard";"ARA/07-Ard"
"07114";"Ruoms";1;14;2;5;"RUOMS";"84";"07";"07-Ard";"ARA/07-Ard"
"07201";"Bourg-Saint-Andéol";2;22;1;1;"BOURG SAINT ANDEOL";"84";"07";"07-Ard";"ARA/07-Ard"
"07202";"La Voulte-sur-Rhône";2;22;2;3;"LA VOULTE SUR RHONE";"84";"07";"07-Ard";"ARA/07-Ard"
"07203";"Charmes-sur-Rhône";2;22;2;4;"CHARMES SUR RHONE";"84";"07";"07-Ard";"ARA/07-Ard"
"07301";"Privas";3;31;2;6;"PRIVAS";"84";"07";"07-Ard";"ARA/07-Ard"
"07401";"Annonay";4;42;2;6;"ANNONAY";"84";"07";"07-Ard";"ARA/07-Ard"
"07402";"Aubenas";4;44;2;22;"AUBENAS";"84";"07";"07-Ard";"ARA/07-Ard"
"08000";"Communes hors unité urbaine du département 08";0;0;0;404;"COMMUNES HORS UNITE URBAINE DU DEPARTEMENT 08";"44";"08";"08-Ard";"GES/08-Ard"
"08101";"Donchery";1;11;1;1;"DONCHERY";"44";"08";"08-Ard";"GES/08-Ard"
"08102";"Monthermé";1;11;1;1;"MONTHERME";"44";"08";"08-Ard";"GES/08-Ard"
"08103";"Rocroi";1;12;2;2;"ROCROI";"44";"08";"08-Ard";"GES/08-Ard"
"08104";"Vireux-Wallerand";1;13;2;2;"VIREUX WALLERAND";"44";"08";"08-Ard";"GES/08-Ard"
"08105";"Carignan";1;14;2;3;"CARIGNAN";"44";"08";"08-Ard";"GES/08-Ard"
