"UU2020";"UU2020lib";"TUU2017";"TDUU2017";"TYPE_UU2020";"NB_COM";"UU2020libNCC";"REG_dom";"DEP_dom";"DEPshort_dom";"regdep"
"49120";"Le Lion-d'Angers";1;14;1;1;"LE LION D ANGERS";"52";"49";"49-MeL";"PDL/49-MeL"
"49201";"Rives-du-Loir-en-Anjou";2;21;1;1;"RIVES DU LOIR EN ANJOU";"52";"49";"49-MeL";"PDL/49-MeL"
"49202";"Allonnes";2;21;2;2;"ALLONNES";"52";"49";"49-MeL";"PDL/49-MeL"
"49203";"Longuenée-en-Anjou";2;21;1;1;"LONGUENEE EN ANJOU";"52";"49";"49-MeL";"PDL/49-MeL"
"49204";"Chalonnes-sur-Loire";2;21;1;1;"CHALONNES SUR LOIRE";"52";"49";"49-MeL";"PDL/49-MeL"
"49205";"Beaufort-en-Anjou";2;22;1;1;"BEAUFORT EN ANJOU";"52";"49";"49-MeL";"PDL/49-MeL"
"49206";"Tiercé";2;22;2;2;"TIERCE";"52";"49";"49-MeL";"PDL/49-MeL"
"49207";"Montreuil-Juigné";2;22;1;1;"MONTREUIL JUIGNE";"52";"49";"49-MeL";"PDL/49-MeL"
"49208";"Lys-Haut-Layon";2;22;1;1;"LYS HAUT LAYON";"52";"49";"49-MeL";"PDL/49-MeL"
"49209";"Longué-Jumelles";2;22;2;2;"LONGUE JUMELLES";"52";"49";"49-MeL";"PDL/49-MeL"
"49210";"Gennes-Val-de-Loire";2;22;1;1;"GENNES VAL DE LOIRE";"52";"49";"49-MeL";"PDL/49-MeL"
"49211";"Les Hauts-d'Anjou";2;22;1;1;"LES HAUTS D ANJOU";"52";"49";"49-MeL";"PDL/49-MeL"
"49212";"Ombrée d'Anjou";2;22;1;1;"OMBREE D ANJOU";"52";"49";"49-MeL";"PDL/49-MeL"
"49301";"Brissac Loire Aubance";3;31;1;1;"BRISSAC LOIRE AUBANCE";"52";"49";"49-MeL";"PDL/49-MeL"
"49302";"Doué-en-Anjou";3;31;1;1;"DOUE EN ANJOU";"52";"49";"49-MeL";"PDL/49-MeL"
"49303";"Baugé-en-Anjou";3;31;1;1;"BAUGE EN ANJOU";"52";"49";"49-MeL";"PDL/49-MeL"
"49304";"Montrevault-sur-Èvre";3;32;1;1;"MONTREVAULT SUR EVRE";"52";"49";"49-MeL";"PDL/49-MeL"
"49305";"Orée d'Anjou";3;32;1;1;"OREE D ANJOU";"52";"49";"49-MeL";"PDL/49-MeL"
"49306";"Segré-en-Anjou Bleu";3;32;1;1;"SEGRE EN ANJOU BLEU";"52";"49";"49-MeL";"PDL/49-MeL"
"49307";"Mauges-sur-Loire";3;32;1;1;"MAUGES SUR LOIRE";"52";"49";"49-MeL";"PDL/49-MeL"
"49401";"Chemillé-en-Anjou";4;41;1;1;"CHEMILLE EN ANJOU";"52";"49";"49-MeL";"PDL/49-MeL"
"49402";"Beaupréau-en-Mauges";4;41;1;1;"BEAUPREAU EN MAUGES";"52";"49";"49-MeL";"PDL/49-MeL"
"49403";"Loire-Authion";4;42;2;5;"LOIRE AUTHION";"52";"49";"49-MeL";"PDL/49-MeL"
"49404";"Sèvremoine";4;42;1;1;"SEVREMOINE";"52";"49";"49-MeL";"PDL/49-MeL"
"49405";"Saumur";4;42;2;5;"SAUMUR";"52";"49";"49-MeL";"PDL/49-MeL"
"49501";"Cholet";5;51;1;1;"CHOLET";"52";"49";"49-MeL";"PDL/49-MeL"
"49701";"Angers";7;71;2;12;"ANGERS";"52";"49";"49-MeL";"PDL/49-MeL"
"50000";"Communes hors unité urbaine du département 50";0;0;0;388;"COMMUNES HORS UNITE URBAINE DU DEPARTEMENT 50";"28";"50";"50-Man";"NOR/50-Man"
"50101";"Montmartin-sur-Mer";1;11;2;2;"MONTMARTIN SUR MER";"28";"50";"50-Man";"NOR/50-Man"
"50102";"Périers";1;12;1;1;"PERIERS";"28";"50";"50-Man";"NOR/50-Man"
"50103";"Marigny-Le-Lozon";1;12;1;1;"MARIGNY LE LOZON";"28";"50";"50-Man";"NOR/50-Man"
"50104";"Ducey-Les Chéris";1;12;1;1;"DUCEY LES CHERIS";"28";"50";"50-Man";"NOR/50-Man"
"50105";"Pont-Hébert";1;13;2;2;"PONT HEBERT";"28";"50";"50-Man";"NOR/50-Man"
"50106";"Sourdeval";1;13;1;1;"SOURDEVAL";"28";"50";"50-Man";"NOR/50-Man"
"50107";"Les Pieux";1;13;1;1;"LES PIEUX";"28";"50";"50-Man";"NOR/50-Man"
"50108";"Mortain-Bocage";1;13;2;2;"MORTAIN BOCAGE";"28";"50";"50-Man";"NOR/50-Man"
"50109";"Saint-Vaast-la-Hougue";1;13;2;2;"SAINT VAAST LA HOUGUE";"28";"50";"50-Man";"NOR/50-Man"
"50110";"La Haye";1;14;1;1;"LA HAYE";"28";"50";"50-Man";"NOR/50-Man"
"50111";"Condé-sur-Vire";1;14;1;1;"CONDE SUR VIRE";"28";"50";"50-Man";"NOR/50-Man"
"50112";"Pontorson";1;14;1;1;"PONTORSON";"28";"50";"50-Man";"NOR/50-Man"
"50113";"Saint-James";1;14;1;1;"SAINT JAMES";"28";"50";"50-Man";"NOR/50-Man"
"50114";"Bréhal";1;14;2;3;"BREHAL";"28";"50";"50-Man";"NOR/50-Man"
"50201";"Villedieu-les-Poêles-Rouffigny";2;21;2;3;"VILLEDIEU LES POELES ROUFFIGNY";"28";"50";"50-Man";"NOR/50-Man"
"50202";"Bricquebec-en-Cotentin";2;21;1;1;"BRICQUEBEC EN COTENTIN";"28";"50";"50-Man";"NOR/50-Man"
"50203";"Torigny-les-Villes";2;21;2;2;"TORIGNY LES VILLES";"28";"50";"50-Man";"NOR/50-Man"
"50204";"Agon-Coutainville";2;22;2;3;"AGON COUTAINVILLE";"28";"50";"50-Man";"NOR/50-Man"
"50205";"Valognes";2;22;2;2;"VALOGNES";"28";"50";"50-Man";"NOR/50-Man"
"50206";"Saint-Hilaire-du-Harcouët";2;22;2;2;"SAINT HILAIRE DU HARCOUET";"28";"50";"50-Man";"NOR/50-Man"
"50207";"Coutances";2;22;2;2;"COUTANCES";"28";"50";"50-Man";"NOR/50-Man"
"50301";"Carentan-les-Marais";3;31;1;1;"CARENTAN LES MARAIS";"28";"50";"50-Man";"NOR/50-Man"
"50302";"Avranches";3;32;2;5;"AVRANCHES";"28";"50";"50-Man";"NOR/50-Man"
"50401";"Saint-Lô";4;41;2;4;"SAINT LO";"28";"50";"50-Man";"NOR/50-Man"
"50402";"Granville";4;42;2;9;"GRANVILLE";"28";"50";"50-Man";"NOR/50-Man"
"50501";"Cherbourg-en-Cotentin";5;52;2;3;"CHERBOURG EN COTENTIN";"28";"50";"50-Man";"NOR/50-Man"
"51000";"Communes hors unité urbaine du département 51";0;0;0;567;"COMMUNES HORS UNITE URBAINE DU DEPARTEMENT 51";"44";"51";"51-Mar";"GES/51-Mar"
"51101";"Sarry";1;11;1;1;"SARRY";"44";"51";"51-Mar";"GES/51-Mar"
"51102";"Fère-Champenoise";1;11;1;1;"FERE CHAMPENOISE";"44";"51";"51-Mar";"GES/51-Mar"
"51103";"Muizon";1;11;1;1;"MUIZON";"44";"51";"51-Mar";"GES/51-Mar"
"51104";"Dormans";1;12;1;1;"DORMANS";"44";"51";"51-Mar";"GES/51-Mar"
"51105";"Courtisols";1;13;2;2;"COURTISOLS";"44";"51";"51-Mar";"GES/51-Mar"
"51106";"Blancs-Coteaux";1;13;1;1;"BLANCS COTEAUX";"44";"51";"51-Mar";"GES/51-Mar"
"51107";"Warmeriville";1;13;2;2;"WARMERIVILLE";"44";"51";"51-Mar";"GES/51-Mar"
"51108";"Montmirail";1;13;1;1;"MONTMIRAIL";"44";"51";"51-Mar";"GES/51-Mar"
"51109";"Suippes";1;13;1;1;"SUIPPES";"44";"51";"51-Mar";"GES/51-Mar"
"51110";"Bazancourt";1;13;2;2;"BAZANCOURT";"44";"51";"51-Mar";"GES/51-Mar"
"51111";"Sainte-Menehould";1;14;1;1;"SAINTE MENEHOULD";"44";"51";"51-Mar";"GES/51-Mar"
"51112";"Sézanne";1;14;1;1;"SEZANNE";"44";"51";"51-Mar";"GES/51-Mar"
"51201";"Witry-lès-Reims";2;21;1;1;"WITRY LES REIMS";"44";"51";"51-Mar";"GES/51-Mar"
"51202";"Mourmelon-le-Grand";2;21;1;1;"MOURMELON LE GRAND";"44";"51";"51-Mar";"GES/51-Mar"
"51203";"Fismes";2;21;1;1;"FISMES";"44";"51";"51-Mar";"GES/51-Mar"
"51204";"Aÿ-Champagne";2;21;1;1;"AŸ CHAMPAGNE";"44";"51";"51-Mar";"GES/51-Mar"
"51301";"Vitry-le-François";3;31;2;3;"VITRY LE FRANCOIS";"44";"51";"51-Mar";"GES/51-Mar"
"51401";"Épernay";4;42;2;7;"EPERNAY";"44";"51";"51-Mar";"GES/51-Mar"
"51501";"Châlons-en-Champagne";5;51;2;5;"CHALONS EN CHAMPAGNE";"44";"51";"51-Mar";"GES/51-Mar"
"51701";"Reims";7;71;2;9;"REIMS";"44";"51";"51-Mar";"GES/51-Mar"
"52000";"Communes hors unité urbaine du département 52";0;0;0;403;"COMMUNES HORS UNITE URBAINE DU DEPARTEMENT 52";"44";"52";"52-HMa";"GES/52-HMa"
"52101";"La Porte du Der";1;12;2;2;"LA PORTE DU DER";"44";"52";"52-HMa";"GES/52-HMa"
"52102";"Chalindrey";1;13;2;3;"CHALINDREY";"44";"52";"52-HMa";"GES/52-HMa"
"52103";"Wassy";1;13;2;2;"WASSY";"44";"52";"52-HMa";"GES/52-HMa"
"52104";"Nogent";1;13;1;1;"NOGENT";"44";"52";"52-HMa";"GES/52-HMa"
"52201";"Joinville";2;21;2;5;"JOINVILLE";"44";"52";"52-HMa";"GES/52-HMa"
"52202";"Langres";2;22;2;3;"LANGRES";"44";"52";"52-HMa";"GES/52-HMa"
"52401";"Chaumont";4;41;2;2;"CHAUMONT";"44";"52";"52-HMa";"GES/52-HMa"
"53000";"Communes hors unité urbaine du département 53";0;0;0;216;"COMMUNES HORS UNITE URBAINE DU DEPARTEMENT 53";"52";"53";"53-May";"PDL/53-May"
"53101";"Saint-Pierre-la-Cour";1;11;1;1;"SAINT PIERRE LA COUR";"52";"53";"53-May";"PDL/53-May"
"53102";"Renazé";1;12;1;1;"RENAZE";"52";"53";"53-May";"PDL/53-May"
"53103";"Gorron";1;12;1;1;"GORRON";"52";"53";"53-May";"PDL/53-May"
"53104";"Loiron-Ruillé";1;12;1;1;"LOIRON RUILLE";"52";"53";"53-May";"PDL/53-May"
"53105";"Ambrières-les-Vallées";1;12;1;1;"AMBRIERES LES VALLEES";"52";"53";"53-May";"PDL/53-May"
"53106";"Villaines-la-Juhel";1;12;1;1;"VILLAINES LA JUHEL";"52";"53";"53-May";"PDL/53-May"
"53107";"Argentré";1;12;1;1;"ARGENTRE";"52";"53";"53-May";"PDL/53-May"
"53108";"Meslay-du-Maine";1;12;1;1;"MESLAY DU MAINE";"52";"53";"53-May";"PDL/53-May"
"53109";"Cossé-le-Vivien";1;13;1;1;"COSSE LE VIVIEN";"52";"53";"53-May";"PDL/53-May"
"53110";"Montsûrs";1;13;1;1;"MONTSURS";"52";"53";"53-May";"PDL/53-May"
"53111";"L'Huisserie";1;14;1;1;"L HUISSERIE";"52";"53";"53-May";"PDL/53-May"
"53112";"Louverné";1;14;1;1;"LOUVERNE";"52";"53";"53-May";"PDL/53-May"
"53113";"Craon";1;14;1;1;"CRAON";"52";"53";"53-May";"PDL/53-May"
"53201";"Ernée";2;21;1;1;"ERNEE";"52";"53";"53-May";"PDL/53-May"
"53202";"Bonchamp-lès-Laval";2;21;1;1;"BONCHAMP LES LAVAL";"52";"53";"53-May";"PDL/53-May"
"53203";"Évron";2;22;1;1;"EVRON";"52";"53";"53-May";"PDL/53-May"
"53301";"Mayenne";3;32;2;4;"MAYENNE";"52";"53";"53-May";"PDL/53-May"
"53302";"Château-Gontier-sur-Mayenne";3;32;1;1;"CHATEAU GONTIER SUR MAYENNE";"52";"53";"53-May";"PDL/53-May"
"53501";"Laval";5;51;2;3;"LAVAL";"52";"53";"53-May";"PDL/53-May"
"54000";"Communes hors unité urbaine du département 54";0;0;0;489;"COMMUNES HORS UNITE URBAINE DU DEPARTEMENT 54";"44";"54";"54-MeM";"GES/54-MeM"
"54101";"Foug";1;12;1;1;"FOUG";"44";"54";"54-MeM";"GES/54-MeM"
"54102";"Gorcy";1;12;1;1;"GORCY";"44";"54";"54-MeM";"GES/54-MeM"
"54103";"Gondreville";1;12;1;1;"GONDREVILLE";"44";"54";"54-MeM";"GES/54-MeM"
"54104";"Rosières-aux-Salines";1;12;1;1;"ROSIERES AUX SALINES";"44";"54";"54-MeM";"GES/54-MeM"
"54105";"Audun-le-Roman";1;12;2;2;"AUDUN LE ROMAN";"44";"54";"54-MeM";"GES/54-MeM"
"54106";"Valleroy";1;13;2;2;"VALLEROY";"44";"54";"54-MeM";"GES/54-MeM"
"54107";"Hussigny-Godbrange";1;13;1;1;"HUSSIGNY GODBRANGE";"44";"54";"54-MeM";"GES/54-MeM"
"54108";"Richardménil";1;14;2;2;"RICHARDMENIL";"44";"54";"54-MeM";"GES/54-MeM"
"54109";"Pagny-sur-Moselle";1;14;1;1;"PAGNY SUR MOSELLE";"44";"54";"54-MeM";"GES/54-MeM"
"54110";"Piennes";1;14;2;3;"PIENNES";"44";"54";"54-MeM";"GES/54-MeM"
"54111";"Dieulouard";1;14;1;1;"DIEULOUARD";"44";"54";"54-MeM";"GES/54-MeM"
"54112";"Baccarat";1;14;2;2;"BACCARAT";"44";"54";"54-MeM";"GES/54-MeM"
"54201";"Tucquegnieux";2;21;2;2;"TUCQUEGNIEUX";"44";"54";"54-MeM";"GES/54-MeM"
"54202";"Longuyon";2;21;1;1;"LONGUYON";"44";"54";"54-MeM";"GES/54-MeM"
"54203";"Blainville-sur-l'Eau";2;22;2;2;"BLAINVILLE SUR L EAU";"44";"54";"54-MeM";"GES/54-MeM"
"54204";"Ludres";2;22;2;2;"LUDRES";"44";"54";"54-MeM";"GES/54-MeM"
"54205";"Val de Briey";2;22;2;2;"VAL DE BRIEY";"44";"54";"54-MeM";"GES/54-MeM"
"54301";"Jarny";3;31;2;3;"JARNY";"44";"54";"54-MeM";"GES/54-MeM"
"54302";"Neuves-Maisons";3;32;2;7;"NEUVES MAISONS";"44";"54";"54-MeM";"GES/54-MeM"
"54401";"Dombasle-sur-Meurthe";4;41;2;4;"DOMBASLE SUR MEURTHE";"44";"54";"54-MeM";"GES/54-MeM"
"54402";"Lunéville";4;41;2;4;"LUNEVILLE";"44";"54";"54-MeM";"GES/54-MeM"
"54403";"Toul";4;41;2;4;"TOUL";"44";"54";"54-MeM";"GES/54-MeM"
"54404";"Pont-à-Mousson";4;41;2;6;"PONT A MOUSSON";"44";"54";"54-MeM";"GES/54-MeM"
"54405";"Longwy (partie française)";4;44;5;11;"LONGWY (PARTIE FRANCAISE)";"44";"54";"54-MeM";"GES/54-MeM"
"54701";"Nancy";7;71;2;28;"NANCY";"44";"54";"54-MeM";"GES/54-MeM"
"55000";"Communes hors unité urbaine du département 55";0;0;0;475;"COMMUNES HORS UNITE URBAINE DU DEPARTEMENT 55";"44";"55";"55-Meu";"GES/55-Meu"
"55101";"Montmédy";1;11;1;1;"MONTMEDY";"44";"55";"55-Meu";"GES/55-Meu"
"55102";"Revigny-sur-Ornain";1;12;1;1;"REVIGNY SUR ORNAIN";"44";"55";"55-Meu";"GES/55-Meu"
"55103";"Stenay";1;13;2;2;"STENAY";"44";"55";"55-Meu";"GES/55-Meu"
"55104";"Bouligny";1;13;2;2;"BOULIGNY";"44";"55";"55-Meu";"GES/55-Meu"
"55105";"Étain";1;13;2;2;"ETAIN";"44";"55";"55-Meu";"GES/55-Meu"
"55106";"Saint-Mihiel";1;14;2;3;"SAINT MIHIEL";"44";"55";"55-Meu";"GES/55-Meu"
"55201";"Commercy";2;21;1;1;"COMMERCY";"44";"55";"55-Meu";"GES/55-Meu"
"55202";"Ligny-en-Barrois";2;21;2;4;"LIGNY EN BARROIS";"44";"55";"55-Meu";"GES/55-Meu"
"55301";"Bar-le-Duc";3;32;2;4;"BAR LE DUC";"44";"55";"55-Meu";"GES/55-Meu"
"55401";"Verdun";4;41;2;3;"VERDUN";"44";"55";"55-Meu";"GES/55-Meu"
"56000";"Communes hors unité urbaine du département 56";0;0;0;172;"COMMUNES HORS UNITE URBAINE DU DEPARTEMENT 56";"53";"56";"56-Mor";"BRE/56-Mor"
"56101";"Saint-Pierre-Quiberon";1;11;1;1;"SAINT PIERRE QUIBERON";"53";"56";"56-Mor";"BRE/56-Mor"
"56102";"Arzon";1;11;1;1;"ARZON";"53";"56";"56-Mor";"BRE/56-Mor"
"56103";"Meucon";1;11;1;1;"MEUCON";"53";"56";"56-Mor";"BRE/56-Mor"
"56104";"Le Bono";1;11;1;1;"LE BONO";"53";"56";"56-Mor";"BRE/56-Mor"
"56105";"Josselin";1;11;1;1;"JOSSELIN";"53";"56";"56-Mor";"BRE/56-Mor"
"56106";"Le Palais";1;12;1;1;"LE PALAIS";"53";"56";"56-Mor";"BRE/56-Mor"
"56107";"Sainte-Anne-d'Auray";1;12;1;1;"SAINTE ANNE D AURAY";"53";"56";"56-Mor";"BRE/56-Mor"
"56108";"Le Faouët";1;12;1;1;"LE FAOUET";"53";"56";"56-Mor";"BRE/56-Mor"
"56109";"Camors";1;13;1;1;"CAMORS";"53";"56";"56-Mor";"BRE/56-Mor"
"56110";"Merlevenez";1;13;1;1;"MERLEVENEZ";"53";"56";"56-Mor";"BRE/56-Mor"
"56111";"Monterblanc";1;13;1;1;"MONTERBLANC";"53";"56";"56-Mor";"BRE/56-Mor"
"56112";"Locqueltas";1;13;2;2;"LOCQUELTAS";"53";"56";"56-Mor";"BRE/56-Mor"
"56113";"Noyal-Pontivy";1;13;1;1;"NOYAL PONTIVY";"53";"56";"56-Mor";"BRE/56-Mor"
"56114";"Sulniac";1;13;1;1;"SULNIAC";"53";"56";"56-Mor";"BRE/56-Mor"
"56115";"Pont-Scorff";1;13;1;1;"PONT SCORFF";"53";"56";"56-Mor";"BRE/56-Mor"
"56116";"Saint-Nolff";1;13;1;1;"SAINT NOLFF";"53";"56";"56-Mor";"BRE/56-Mor"
"56117";"Gourin";1;13;1;1;"GOURIN";"53";"56";"56-Mor";"BRE/56-Mor"
"56118";"Landévant";1;13;1;1;"LANDEVANT";"53";"56";"56-Mor";"BRE/56-Mor"
"56119";"La Gacilly";1;13;1;1;"LA GACILLY";"53";"56";"56-Mor";"BRE/56-Mor"
"56120";"Baden";1;14;1;1;"BADEN";"53";"56";"56-Mor";"BRE/56-Mor"
"56121";"Surzur";1;14;1;1;"SURZUR";"53";"56";"56-Mor";"BRE/56-Mor"
"56122";"Malestroit";1;14;2;3;"MALESTROIT";"53";"56";"56-Mor";"BRE/56-Mor"
"56123";"Quiberon";1;14;1;1;"QUIBERON";"53";"56";"56-Mor";"BRE/56-Mor"
"56201";"Muzillac";2;21;1;1;"MUZILLAC";"53";"56";"56-Mor";"BRE/56-Mor"
"56202";"Arradon";2;21;1;1;"ARRADON";"53";"56";"56-Mor";"BRE/56-Mor"
"56203";"Plouhinec";2;21;1;1;"PLOUHINEC";"53";"56";"56-Mor";"BRE/56-Mor"
"56204";"Grand-Champ";2;21;1;1;"GRAND CHAMP";"53";"56";"56-Mor";"BRE/56-Mor"
"56205";"Plouay";2;21;1;1;"PLOUAY";"53";"56";"56-Mor";"BRE/56-Mor"
"56206";"Elven";2;21;1;1;"ELVEN";"53";"56";"56-Mor";"BRE/56-Mor"
"56207";"Guer";2;21;1;1;"GUER";"53";"56";"56-Mor";"BRE/56-Mor"
"56208";"Baud";2;21;1;1;"BAUD";"53";"56";"56-Mor";"BRE/56-Mor"
"56209";"Ploeren";2;21;1;1;"PLOEREN";"53";"56";"56-Mor";"BRE/56-Mor"
"56210";"Kervignac";2;21;1;1;"KERVIGNAC";"53";"56";"56-Mor";"BRE/56-Mor"
"56211";"Pluvigner";2;22;1;1;"PLUVIGNER";"53";"56";"56-Mor";"BRE/56-Mor"
"56212";"Questembert";2;22;1;1;"QUESTEMBERT";"53";"56";"56-Mor";"BRE/56-Mor"
"56213";"Theix-Noyalo";2;22;1;1;"THEIX NOYALO";"53";"56";"56-Mor";"BRE/56-Mor"
"56214";"Languidic";2;22;1;1;"LANGUIDIC";"53";"56";"56-Mor";"BRE/56-Mor"
"56215";"Locminé";2;22;2;2;"LOCMINE";"53";"56";"56-Mor";"BRE/56-Mor"
"56216";"Sarzeau";2;22;1;1;"SARZEAU";"53";"56";"56-Mor";"BRE/56-Mor"
"56217";"Belz";2;22;2;3;"BELZ";"53";"56";"56-Mor";"BRE/56-Mor"
"56301";"Ploërmel";3;31;2;2;"PLOERMEL";"53";"56";"56-Mor";"BRE/56-Mor"
"56302";"Guidel";3;31;1;1;"GUIDEL";"53";"56";"56-Mor";"BRE/56-Mor"
"56303";"Riantec-Locmiquélic";3;31;2;3;"RIANTEC LOCMIQUELIC";"53";"56";"56-Mor";"BRE/56-Mor"
"56304";"Carnac";3;31;2;5;"CARNAC";"53";"56";"56-Mor";"BRE/56-Mor"
"56305";"Pontivy";3;32;2;2;"PONTIVY";"53";"56";"56-Mor";"BRE/56-Mor"
"56401";"Hennebont";4;41;2;2;"HENNEBONT";"53";"56";"56-Mor";"BRE/56-Mor"
"56402";"Auray";4;42;2;3;"AURAY";"53";"56";"56-Mor";"BRE/56-Mor"
"56501";"Vannes";5;52;2;4;"VANNES";"53";"56";"56-Mor";"BRE/56-Mor"
"56601";"Lorient";6;61;2;6;"LORIENT";"53";"56";"56-Mor";"BRE/56-Mor"
"57000";"Communes hors unité urbaine du département 57";0;0;0;559;"COMMUNES HORS UNITE URBAINE DU DEPARTEMENT 57";"44";"57";"57-Mos";"GES/57-Mos"
"57101";"Mandelbachtal (ALL)-Blies-Guersviller (partie française)";1;11;5;1;"MANDELBACHTAL (ALL) BLIES GUERSVILLER (PARTIE FRANCAISE)";"44";"57";"57-Mos";"GES/57-Mos"
"57102";"Rouhling";1;11;1;1;"ROUHLING";"44";"57";"57-Mos";"GES/57-Mos"
"57103";"Tressange";1;11;1;1;"TRESSANGE";"44";"57";"57-Mos";"GES/57-Mos"
"57104";"Amanvillers";1;11;1;1;"AMANVILLERS";"44";"57";"57-Mos";"GES/57-Mos"
"57105";"Dudelange (LUX)-Volmerange-les-Mines (partie française)";1;11;5;1;"DUDELANGE (LUX) VOLMERANGE LES MINES (PARTIE FRANCAISE)";"44";"57";"57-Mos";"GES/57-Mos"
"57106";"Basse-Ham";1;11;1;1;"BASSE HAM";"44";"57";"57-Mos";"GES/57-Mos"
"57107";"Metzervisse";1;11;1;1;"METZERVISSE";"44";"57";"57-Mos";"GES/57-Mos"
"57108";"Farschviller";1;11;2;2;"FARSCHVILLER";"44";"57";"57-Mos";"GES/57-Mos"
"57109";"Diebling";1;11;2;2;"DIEBLING";"44";"57";"57-Mos";"GES/57-Mos"
"57110";"Aumetz";1;11;1;1;"AUMETZ";"44";"57";"57-Mos";"GES/57-Mos"
"57111";"Château-Salins";1;11;1;1;"CHATEAU SALINS";"44";"57";"57-Mos";"GES/57-Mos"
"57112";"Porcelette";1;11;1;1;"PORCELETTE";"44";"57";"57-Mos";"GES/57-Mos"
"57113";"Boulange";1;11;1;1;"BOULANGE";"44";"57";"57-Mos";"GES/57-Mos"
"57114";"Hundling";1;12;2;2;"HUNDLING";"44";"57";"57-Mos";"GES/57-Mos"
"57115";"Schœneck";1;12;1;1;"SCHŒNECK";"44";"57";"57-Mos";"GES/57-Mos"
"57116";"Neufchef";1;12;1;1;"NEUFCHEF";"44";"57";"57-Mos";"GES/57-Mos"
"57117";"Alsting";1;12;1;1;"ALSTING";"44";"57";"57-Mos";"GES/57-Mos"
"57118";"Verny";1;12;2;2;"VERNY";"44";"57";"57-Mos";"GES/57-Mos"
"57119";"Troisfontaines";1;12;2;3;"TROISFONTAINES";"44";"57";"57-Mos";"GES/57-Mos"
"57120";"Peltre";1;12;2;2;"PELTRE";"44";"57";"57-Mos";"GES/57-Mos"
"57121";"Dieuze";1;12;1;1;"DIEUZE";"44";"57";"57-Mos";"GES/57-Mos"
"57122";"Puttelange-aux-Lacs";1;13;1;1;"PUTTELANGE AUX LACS";"44";"57";"57-Mos";"GES/57-Mos"
"57123";"Fontoy";1;13;1;1;"FONTOY";"44";"57";"57-Mos";"GES/57-Mos"
"57124";"Kayl (LUX)-Ottange (partie française)";1;13;5;1;"KAYL (LUX) OTTANGE (PARTIE FRANCAISE)";"44";"57";"57-Mos";"GES/57-Mos"
"57125";"Courcelles-Chaussy";1;13;1;1;"COURCELLES CHAUSSY";"44";"57";"57-Mos";"GES/57-Mos"
"57126";"Bousse";1;13;1;1;"BOUSSE";"44";"57";"57-Mos";"GES/57-Mos"
"57127";"Woustviller";1;13;1;1;"WOUSTVILLER";"44";"57";"57-Mos";"GES/57-Mos"
"57128";"Kleinblittersdorf (ALL)-Grosbliederstroff (partie française)";1;13;5;1;"KLEINBLITTERSDORF (ALL) GROSBLIEDERSTROFF (PARTIE FRANCAISE)";"44";"57";"57-Mos";"GES/57-Mos"
"57129";"Rohrbach-lès-Bitche";1;13;2;2;"ROHRBACH LES BITCHE";"44";"57";"57-Mos";"GES/57-Mos"
"57130";"Falck";1;13;2;2;"FALCK";"44";"57";"57-Mos";"GES/57-Mos"
"57131";"Longeville-lès-Saint-Avold";1;13;1;1;"LONGEVILLE LES SAINT AVOLD";"44";"57";"57-Mos";"GES/57-Mos"
"57132";"Novéant-sur-Moselle";1;14;2;2;"NOVEANT SUR MOSELLE";"44";"57";"57-Mos";"GES/57-Mos"
"57133";"Morhange";1;14;2;2;"MORHANGE";"44";"57";"57-Mos";"GES/57-Mos"
"57134";"Bouzonville";1;14;2;2;"BOUZONVILLE";"44";"57";"57-Mos";"GES/57-Mos"
"57135";"Sarralbe";1;14;1;1;"SARRALBE";"44";"57";"57-Mos";"GES/57-Mos"
"57136";"Perl (ALL)-Sierck-les-Bains (partie française)";1;14;5;5;"PERL (ALL) SIERCK LES BAINS (PARTIE FRANCAISE)";"44";"57";"57-Mos";"GES/57-Mos"
"57201";"Bitche";2;21;1;1;"BITCHE";"44";"57";"57-Mos";"GES/57-Mos"
"57202";"Ay-sur-Moselle";2;21;2;4;"AY SUR MOSELLE";"44";"57";"57-Mos";"GES/57-Mos"
"57203";"Boulay-Moselle";2;21;1;1;"BOULAY MOSELLE";"44";"57";"57-Mos";"GES/57-Mos"
"57204";"Phalsbourg";2;21;2;3;"PHALSBOURG";"44";"57";"57-Mos";"GES/57-Mos"
"57205";"Marange-Silvange";2;21;2;2;"MARANGE SILVANGE";"44";"57";"57-Mos";"GES/57-Mos"
"57206";"Farébersviller";2;22;2;2;"FAREBERSVILLER";"44";"57";"57-Mos";"GES/57-Mos"
"57207";"Hettange-Grande";2;22;2;2;"HETTANGE GRANDE";"44";"57";"57-Mos";"GES/57-Mos"
"57208";"Guénange";2;22;2;2;"GUENANGE";"44";"57";"57-Mos";"GES/57-Mos"
"57301";"Faulquemont";3;31;2;4;"FAULQUEMONT";"44";"57";"57-Mos";"GES/57-Mos"
"57302";"Sarrebourg";3;32;2;3;"SARREBOURG";"44";"57";"57-Mos";"GES/57-Mos"
"57303";"Creutzwald";3;32;2;3;"CREUTZWALD";"44";"57";"57-Mos";"GES/57-Mos"
"57401";"Sarreguemines (partie française)";4;42;5;7;"SARREGUEMINES (PARTIE FRANCAISE)";"44";"57";"57-Mos";"GES/57-Mos"
"57402";"Saint-Avold (partie française)";4;43;5;6;"SAINT AVOLD (PARTIE FRANCAISE)";"44";"57";"57-Mos";"GES/57-Mos"
