EPCI;EPCI_EPT;EPCI_EPTinc;EPCIlibFull;EPCIlibFullNCC;EPCIlibShort;EPCIlibShortNCC;TYPE_EPCI;TYPE_EPCIlib;METRoff;DENSEPCI;DENSEPCIlib;REG_dom;DEP_dom;DEPshort_dom;regdep
200066587;200066587;0;Communauté de communes des Monts du Lyonnais;COMMUNAUTE DE COMMUNES DES MONTS DU LYONNAIS;CC des Monts du Lyonnais;CC DES MONTS DU LYONNAIS;CC;Communauté de communes;0;3;Rural;84;69;69-Rhô;ARA/69-Rhô
200066603;200066603;0;Communauté de communes du Pays de Lubersac-Pompadour;COMMUNAUTE DE COMMUNES DU PAYS DE LUBERSAC POMPADOUR;CC du Pays de Lubersac-Pompadour;CC DU PAYS DE LUBERSAC-POMPADOUR;CC;Communauté de communes;0;3;Rural;75;19;19-Cor;NAQ/19-Cor
200066637;200066637;0;Communauté de communes Hautes Terres Communauté;COMMUNAUTE DE COMMUNES HAUTES TERRES COMMUNAUTE;CC Hautes Terres Communauté;CC HAUTES TERRES COMMUNAUTE;CC;Communauté de communes;0;3;Rural;84;15;15-Can;ARA/15-Can
200066645;200066645;0;Communauté de communes Vézère-Monédières-Millesources;COMMUNAUTE DE COMMUNES VEZERE MONEDIERES MILLESOURCES;CC Vézère-Monédières-Millesources;CC VEZERE-MONEDIERES-MILLESOURCES;CC;Communauté de communes;0;3;Rural;75;19;19-Cor;NAQ/19-Cor
200066652;200066652;0;Communauté de communes Grand Sud Tarn et Garonne;COMMUNAUTE DE COMMUNES GRAND SUD TARN ET GARONNE;CC Grand Sud Tarn et Garonne;CC GRAND SUD TARN ET GARONNE;CC;Communauté de communes;0;3;Rural;76;82;82-TeG;OCC/82-TeG
200066660;200066660;0;Communauté de communes Saint-Flour Communauté;SAINT FLOUR COMMUNAUTE;Saint-Flour Communauté;SAINT-FLOUR COMMUNAUTE;CC;Communauté de communes;0;3;Rural;84;15;15-Can;ARA/15-Can
200066678;200066678;0;Communauté de communes de la Châtaigneraie Cantalienne;COMMUNAUTE DE COMMUNES DE LA CHATAIGNERAIE CANTALIENNE;CC de la Châtaigneraie Cantalienne;CC DE LA CHATAIGNERAIE CANTALIENNE;CC;Communauté de communes;0;3;Rural;84;15;15-Can;ARA/15-Can
200066710;200066710;0;Communauté de communes Cingal-Suisse Normande;COMMUNAUTE DE COMMUNES CINGAL SUISSE NORMANDE;CC Cingal-Suisse Normande;CC CINGAL-SUISSE NORMANDE;CC;Communauté de communes;0;3;Rural;28;14;14-Cal;NOR/14-Cal
200066728;200066728;0;Communauté de communes Vallées de l'Orne et de l'Odon;COMMUNAUTE DE COMMUNES VALLEES DE L ORNE ET DE L ODON;CC Vallées de l'Orne et de l'Odon;CC VALLEES DE L'ORNE ET DE L'ODON;CC;Communauté de communes;0;2;Urbain intermédiaire;28;14;14-Cal;NOR/14-Cal
200066744;200066744;0;Communauté de communes Haute-Corrèze Communauté;COMMUNAUTE DE COMMUNES HAUTE CORREZE COMMUNAUTE;CC Haute-Corrèze Communauté;CC HAUTE-CORREZE COMMUNAUTE;CC;Communauté de communes;0;3;Rural;75;19;19-Cor;NAQ/19-Cor
200066751;200066751;0;Communauté de communes Xaintrie Val'Dordogne;COMMUNAUTE DE COMMUNES XAINTRIE VAL DORDOGNE;CC Xaintrie Val'Dordogne;CC XAINTRIE VAL'DORDOGNE;CC;Communauté de communes;0;3;Rural;75;19;19-Cor;NAQ/19-Cor
200066769;200066769;0;Communauté de communes Midi Corrézien;COMMUNAUTE DE COMMUNES MIDI CORREZIEN;CC Midi Corrézien;CC MIDI CORREZIEN;CC;Communauté de communes;0;3;Rural;75;19;19-Cor;NAQ/19-Cor
200066777;200066777;0;Communauté de communes Ploërmel Communauté;PLOERMEL COMMUNAUTE;Ploërmel Communauté;PLOERMEL COMMUNAUTE;CC;Communauté de communes;0;3;Rural;53;56;56-Mor;BRE/56-Mor
200066785;200066785;0;Communauté de communes de l'Oust à Brocéliande;COMMUNAUTE DE COMMUNES DE L OUST A BROCELIANDE;CC de l'Oust à Brocéliande;CC DE L'OUST A BROCELIANDE;CC;Communauté de communes;0;3;Rural;53;56;56-Mor;BRE/56-Mor
200066793;200066793;0;Communauté d'agglomération du Grand Annecy;COMMUNAUTE D AGGLOMERATION DU GRAND ANNECY;CA du Grand Annecy;CA DU GRAND ANNECY;CA;Communauté d'agglomération;0;1;Urbain dense;84;74;74-HSv;ARA/74-HSv
200066801;200066801;0;Communauté de communes Isigny-Omaha Intercom;COMMUNAUTE DE COMMUNES ISIGNY OMAHA INTERCOM;CC Isigny-Omaha Intercom;CC ISIGNY-OMAHA INTERCOM;CC;Communauté de communes;0;3;Rural;28;14;14-Cal;NOR/14-Cal
200066819;200066819;0;Communauté de communes du Volvestre;COMMUNAUTE DE COMMUNES DU VOLVESTRE;CC du Volvestre;CC DU VOLVESTRE;CC;Communauté de communes;0;3;Rural;76;31;31-HGa;OCC/31-HGa
200066827;200066827;0;Communauté de communes du Pays de Honfleur-Beuzeville;COMMUNAUTE DE COMMUNES DU PAYS DE HONFLEUR BEUZEVILLE;CC du Pays de Honfleur-Beuzeville;CC DU PAYS DE HONFLEUR-BEUZEVILLE;CC;Communauté de communes;0;3;Rural;28;14;14-Cal;NOR/14-Cal
200066835;200066835;0;Communauté de communes de Sézanne-Sud Ouest Marnais;COMMUNAUTE DE COMMUNES DE SEZANNE SUD OUEST MARNAIS;CC de Sézanne-Sud Ouest Marnais;CC DE SEZANNE-SUD OUEST MARNAIS;CC;Communauté de communes;0;3;Rural;44;51;51-Mar;GES/51-Mar
200066850;200066850;0;Communauté de communes des Paysages de la Champagne;COMMUNAUTE DE COMMUNES DES PAYSAGES DE LA CHAMPAGNE;CC des Paysages de la Champagne;CC DES PAYSAGES DE LA CHAMPAGNE;CC;Communauté de communes;0;3;Rural;44;51;51-Mar;GES/51-Mar
200066868;200066868;0;Communauté de communes Presqu'île de Crozon-Aulne maritime;COMMUNAUTE DE COMMUNES PRESQU ILE DE CROZON AULNE MARITIME;CC Presqu'île de Crozon-Aulne maritime;CC PRESQU'ILE DE CROZON-AULNE MARITIME;CC;Communauté de communes;0;3;Rural;53;29;29-Fin;BRE/29-Fin
200066876;200066876;0;Communauté d'agglomération de Châlons-en-Champagne;COMMUNAUTE D AGGLOMERATION DE CHALONS EN CHAMPAGNE;CA de Châlons-en-Champagne;CA DE CHALONS-EN-CHAMPAGNE;CA;Communauté d'agglomération;0;2;Urbain intermédiaire;44;51;51-Mar;GES/51-Mar
200066884;200066884;0;Communauté de communes Quercy Vert-Aveyron;COMMUNAUTE DE COMMUNES QUERCY VERT AVEYRON;CC Quercy Vert-Aveyron;CC QUERCY VERT-AVEYRON;CC;Communauté de communes;0;3;Rural;76;82;82-TeG;OCC/82-TeG
200066892;200066892;0;Communauté de communes de Vendeuvre-Soulaines;COMMUNAUTE DE COMMUNES DE VENDEUVRE SOULAINES;CC de Vendeuvre-Soulaines;CC DE VENDEUVRE-SOULAINES;CC;Communauté de communes;0;3;Rural;44;10;10-Aub;GES/10-Aub
200066918;200066918;0;Communauté d'agglomération Alès Agglomération;COMMUNAUTE D AGGLOMERATION ALES AGGLOMERATION;CA Alès Agglomération;CA ALES AGGLOMERATION;CA;Communauté d'agglomération;0;2;Urbain intermédiaire;76;30;30-Gar;OCC/30-Gar
200066926;200066926;0;Communauté d'agglomération Grand Auch Cœur de Gascogne;COMMUNAUTE D AGGLOMERATION GRAND AUCH CŒUR DE GASCOGNE;CA Grand Auch Cœur de Gascogne;CA GRAND AUCH CŒUR DE GASCOGNE;CA;Communauté d'agglomération;0;3;Rural;76;32;32-Ger;OCC/32-Ger
200066975;200066975;0;Communauté de communes Senlis Sud Oise;COMMUNAUTE DE COMMUNES SENLIS SUD OISE;CC Senlis Sud Oise;CC SENLIS SUD OISE;CC;Communauté de communes;0;2;Urbain intermédiaire;32;60;60-Ois;HDF/60-Ois
200067023;200067023;0;Communauté de communes Coutances Mer et Bocage;COMMUNAUTE DE COMMUNES COUTANCES MER ET BOCAGE;CC Coutances Mer et Bocage;CC COUTANCES MER ET BOCAGE;CC;Communauté de communes;0;3;Rural;28;50;50-Man;NOR/50-Man
200067031;200067031;0;Communauté de communes Côte Ouest Centre Manche;COMMUNAUTE DE COMMUNES COTE OUEST CENTRE MANCHE;CC Côte Ouest Centre Manche;CC COTE OUEST CENTRE MANCHE;CC;Communauté de communes;0;3;Rural;28;50;50-Man;NOR/50-Man
200067049;200067049;0;Communauté de communes Spelunca-Liamone;COMMUNAUTE DE COMMUNES SPELUNCA LIAMONE;CC Spelunca-Liamone;CC SPELUNCA-LIAMONE;CC;Communauté de communes;0;3;Rural;94;2A;2A-CdS;COR/2A-CdS
200067064;200067064;0;Communauté de communes Decazeville Communauté;COMMUNAUTE DE COMMUNES DECAZEVILLE COMMUNAUTE;CC Decazeville Communauté;CC DECAZEVILLE COMMUNAUTE;CC;Communauté de communes;0;3;Rural;76;12;12-Ave;OCC/12-Ave
200067072;200067072;0;Communauté de communes Haut-Léon Communauté;COMMUNAUTE DE COMMUNES HAUT LEON COMMUNAUTE;CC Haut-Léon Communauté;CC HAUT-LEON COMMUNAUTE;CC;Communauté de communes;0;3;Rural;53;29;29-Fin;BRE/29-Fin
200067080;200067080;0;Communauté de communes Chablis Villages et Terroirs;COMMUNAUTE DE COMMUNES CHABLIS VILLAGES ET TERROIRS;CC Chablis Villages et Terroirs;CC CHABLIS VILLAGES ET TERROIRS;CC;Communauté de communes;0;3;Rural;27;89;89-Yon;BFC/89-Yon
200067106;200067106;0;Communauté d'agglomération du Pays Basque;COMMUNAUTE D AGGLOMERATION DU PAYS BASQUE;CA du Pays Basque;CA DU PAYS BASQUE;CA;Communauté d'agglomération;0;2;Urbain intermédiaire;75;64;64-PyA;NAQ/64-PyA
200067114;200067114;0;Communauté d'agglomération de l'Auxerrois;COMMUNAUTE D AGGLOMERATION DE L AUXERROIS;CA de l'Auxerrois;CA DE L'AUXERROIS;CA;Communauté d'agglomération;0;2;Urbain intermédiaire;27;89;89-Yon;BFC/89-Yon
200067122;200067122;0;Communauté de communes du Pays de Lafrançaise;COMMUNAUTE DE COMMUNES DU PAYS DE LAFRANCAISE;CC du Pays de Lafrançaise;CC DU PAYS DE LAFRANCAISE;CC;Communauté de communes;0;3;Rural;76;82;82-TeG;OCC/82-TeG
200067130;200067130;0;Communauté de communes de Puisaye-Forterre;COMMUNAUTE DE COMMUNES DE PUISAYE FORTERRE;CC de Puisaye-Forterre;CC DE PUISAYE-FORTERRE;CC;Communauté de communes;0;3;Rural;27;89;89-Yon;BFC/89-Yon
200067155;200067155;0;Communauté de communes Saint Affricain, Roquefort, Sept Vallons;COMMUNAUTE DE COMMUNES SAINT AFFRICAIN, ROQUEFORT, SEPT VALLONS;CC Saint Affricain, Roquefort, Sept Vallons;CC SAINT AFFRICAIN, ROQUEFORT, SEPT VALLONS;CC;Communauté de communes;0;3;Rural;76;12;12-Ave;OCC/12-Ave
200067163;200067163;0;Communauté de communes Monts, Rance et Rougier;COMMUNAUTE DE COMMUNES MONTS, RANCE ET ROUGIER;CC Monts, Rance et Rougier;CC MONTS, RANCE ET ROUGIER;CC;Communauté de communes;0;3;Rural;76;12;12-Ave;OCC/12-Ave
200067171;200067171;0;Communauté de communes Aubrac, Carladez et Viadène;COMMUNAUTE DE COMMUNES AUBRAC, CARLADEZ ET VIADENE;CC Aubrac, Carladez et Viadène;CC AUBRAC, CARLADEZ ET VIADENE;CC;Communauté de communes;0;3;Rural;76;12;12-Ave;OCC/12-Ave
200067189;200067189;0;Communauté de communes Creuse Sud Ouest;CREUSE SUD OUEST;Creuse Sud Ouest;CREUSE SUD OUEST;CC;Communauté de communes;0;3;Rural;75;23;23-Cre;NAQ/23-Cre
200067197;200067197;0;Communauté de communes Monts d'Arrée Communauté;COMMUNAUTE DE COMMUNES MONTS D ARREE COMMUNAUTE;CC Monts d'Arrée Communauté;CC MONTS D'ARREE COMMUNAUTE;CC;Communauté de communes;0;3;Rural;53;29;29-Fin;BRE/29-Fin
200067205;200067205;0;Communauté d'agglomération du Cotentin;COMMUNAUTE D AGGLOMERATION DU COTENTIN;CA du Cotentin;CA DU COTENTIN;CA;Communauté d'agglomération;0;3;Rural;28;50;50-Man;NOR/50-Man
200067213;200067213;0;Communauté urbaine du Grand Reims;COMMUNAUTE URBAINE DU GRAND REIMS;CU du Grand Reims;CU DU GRAND REIMS;CU;Communauté urbaine;0;1;Urbain dense;44;51;51-Mar;GES/51-Mar
200067239;200067239;0;Communauté de communes des Luys en Béarn;COMMUNAUTE DE COMMUNES DES LUYS EN BEARN;CC des Luys en Béarn;CC DES LUYS EN BEARN;CC;Communauté de communes;0;3;Rural;75;64;64-PyA;NAQ/64-PyA
200067247;200067247;0;Communauté de communes Pleyben-Châteaulin-Porzay;COMMUNAUTE DE COMMUNES PLEYBEN CHATEAULIN PORZAY;CC Pleyben-Châteaulin-Porzay;CC PLEYBEN-CHATEAULIN-PORZAY;CC;Communauté de communes;0;3;Rural;53;29;29-Fin;BRE/29-Fin
200067254;200067254;0;Communauté d'agglomération Pau Béarn Pyrénées;COMMUNAUTE D AGGLOMERATION PAU BEARN PYRENEES;CA Pau Béarn Pyrénées;CA PAU BEARN PYRENEES;CA;Communauté d'agglomération;0;1;Urbain dense;75;64;64-PyA;NAQ/64-PyA
200067262;200067262;0;Communauté de communes du Haut Béarn;COMMUNAUTE DE COMMUNES DU HAUT BEARN;CC du Haut Béarn;CC DU HAUT BEARN;CC;Communauté de communes;0;3;Rural;75;64;64-PyA;NAQ/64-PyA
200067288;200067288;0;Communauté de communes du Béarn des Gaves;COMMUNAUTE DE COMMUNES DU BEARN DES GAVES;CC du Béarn des Gaves;CC DU BEARN DES GAVES;CC;Communauté de communes;0;3;Rural;75;64;64-PyA;NAQ/64-PyA
200067296;200067296;0;Communauté de communes du Nord Est Béarn;COMMUNAUTE DE COMMUNES DU NORD EST BEARN;CC du Nord Est Béarn;CC DU NORD EST BEARN;CC;Communauté de communes;0;3;Rural;75;64;64-PyA;NAQ/64-PyA
200067304;200067304;0;Communauté de communes Serein et Armance;COMMUNAUTE DE COMMUNES SEREIN ET ARMANCE;CC Serein et Armance;CC SEREIN ET ARMANCE;CC;Communauté de communes;0;3;Rural;27;89;89-Yon;BFC/89-Yon
200067320;200067320;0;Communauté de communes Serre-Ponçon Val d'Avance;COMMUNAUTE DE COMMUNES SERRE PONCON VAL D AVANCE;CC Serre-Ponçon Val d'Avance;CC SERRE-PONCON VAL D'AVANCE;CC;Communauté de communes;0;3;Rural;93;05;05-HAl;PACA/05-HAl
200067346;200067346;0;Communauté d'agglomération Pornic Agglo Pays de Retz;COMMUNAUTE D AGGLOMERATION PORNIC AGGLO PAYS DE RETZ;CA Pornic Agglo Pays de Retz;CA PORNIC AGGLO PAYS DE RETZ;CA;Communauté d'agglomération;0;3;Rural;52;44;44-LoA;PDL/44-LoA
200067361;200067361;0;Communauté de communes Grand-Figeac;COMMUNAUTE DE COMMUNES GRAND FIGEAC;CC Grand-Figeac;CC GRAND-FIGEAC;CC;Communauté de communes;0;3;Rural;76;46;46-Lot;OCC/46-Lot
200067379;200067379;0;Communauté de communes Côtes de Champagne et Val de Saulx;COMMUNAUTE DE COMMUNES COTES DE CHAMPAGNE ET VAL DE SAULX;CC Côtes de Champagne et Val de Saulx;CC COTES DE CHAMPAGNE ET VAL DE SAULX;CC;Communauté de communes;0;3;Rural;44;51;51-Mar;GES/51-Mar
200067429;200067429;0;Communauté de communes Haut Nivernais-Val d'Yonne;COMMUNAUTE DE COMMUNES HAUT NIVERNAIS VAL D YONNE;CC Haut Nivernais-Val d'Yonne;CC HAUT NIVERNAIS-VAL D'YONNE;CC;Communauté de communes;0;3;Rural;27;58;58-Niè;BFC/58-Niè
200067437;200067437;0;Communauté d'agglomération Provence-Alpes-Agglomération;COMMUNAUTE D AGGLOMERATION PROVENCE ALPES AGGLOMERATION;CA Provence-Alpes-Agglomération;CA PROVENCE-ALPES-AGGLOMERATION;CA;Communauté d'agglomération;0;3;Rural;93;04;04-AHP;PACA/04-AHP
200067445;200067445;0;Communauté de communes Buëch-Dévoluy;COMMUNAUTE DE COMMUNES BUECH DEVOLUY;CC Buëch-Dévoluy;CC BUECH-DEVOLUY;CC;Communauté de communes;0;3;Rural;93;05;05-HAl;PACA/05-HAl
200067452;200067452;0;Communauté de communes du Guillestrois et du Queyras;COMMUNAUTE DE COMMUNES DU GUILLESTROIS ET DU QUEYRAS;CC du Guillestrois et du Queyras;CC DU GUILLESTROIS ET DU QUEYRAS;CC;Communauté de communes;0;3;Rural;93;05;05-HAl;PACA/05-HAl
200067460;200067460;0;Communauté de communes Loudéac Communauté - Bretagne Centre;COMMUNAUTE DE COMMUNES LOUDEAC COMMUNAUTE BRETAGNE CENTRE;CC Loudéac Communauté - Bretagne Centre;CC LOUDEAC COMMUNAUTE - BRETAGNE CENTRE;CC;Communauté de communes;0;3;Rural;53;22;22-CdA;BRE/22-CdA
200067478;200067478;0;Communauté de communes Comtal Lot et Truyère;COMMUNAUTE DE COMMUNES COMTAL LOT ET TRUYERE;CC Comtal Lot et Truyère;CC COMTAL LOT ET TRUYERE;CC;Communauté de communes;0;3;Rural;76;12;12-Ave;OCC/12-Ave
200067486;200067486;0;Communauté de communes Bouzonvillois-Trois Frontières;COMMUNAUTE DE COMMUNES BOUZONVILLOIS TROIS FRONTIERES;CC Bouzonvillois-Trois Frontières;CC BOUZONVILLOIS-TROIS FRONTIERES;CC;Communauté de communes;0;3;Rural;44;57;57-Mos;GES/57-Mos
200067502;200067502;0;Communauté d'agglomération Saint-Avold Synergie;COMMUNAUTE D AGGLOMERATION SAINT AVOLD SYNERGIE;CA Saint-Avold Synergie;CA SAINT-AVOLD SYNERGIE;CA;Communauté d'agglomération;0;2;Urbain intermédiaire;44;57;57-Mos;GES/57-Mos
200067544;200067544;0;Communauté de communes Creuse Confluence;CREUSE CONFLUENCE;Creuse Confluence;CREUSE CONFLUENCE;CC;Communauté de communes;0;3;Rural;75;23;23-Cre;NAQ/23-Cre
200067551;200067551;0;Communauté d'agglomération Thonon Agglomération;COMMUNAUTE D AGGLOMERATION THONON AGGLOMERATION;CA Thonon Agglomération;CA THONON AGGLOMERATION;CA;Communauté d'agglomération;0;2;Urbain intermédiaire;84;74;74-HSv;ARA/74-HSv
200067593;200067593;0;Communauté de communes Marche et Combraille en Aquitaine;COMMUNAUTE DE COMMUNES MARCHE ET COMBRAILLE EN AQUITAINE;CC Marche et Combraille en Aquitaine;CC MARCHE ET COMBRAILLE EN AQUITAINE;CC;Communauté de communes;0;3;Rural;75;23;23-Cre;NAQ/23-Cre
200067627;200067627;0;Communauté de communes Billom Communauté;COMMUNAUTE DE COMMUNES BILLOM COMMUNAUTE;CC Billom Communauté;CC BILLOM COMMUNAUTE;CC;Communauté de communes;0;3;Rural;84;63;63-PdD;ARA/63-PdD
200067635;200067635;0;Communauté d'agglomération Clisson Sèvre et Maine Agglo;COMMUNAUTE D AGGLOMERATION CLISSON SEVRE ET MAINE AGGLO;CA Clisson Sèvre et Maine Agglo;CA CLISSON SEVRE ET MAINE AGGLO;CA;Communauté d'agglomération;0;3;Rural;52;44;44-LoA;PDL/44-LoA
200067643;200067643;0;Communauté de communes Meurthe Mortagne Moselle;COMMUNAUTE DE COMMUNES MEURTHE MORTAGNE MOSELLE;CC Meurthe Mortagne Moselle;CC MEURTHE MORTAGNE MOSELLE;CC;Communauté de communes;0;3;Rural;44;54;54-MeM;GES/54-MeM
200067650;200067650;0;Communauté de communes Houve-Pays Boulageois;COMMUNAUTE DE COMMUNES HOUVE PAYS BOULAGEOIS;CC Houve-Pays Boulageois;CC HOUVE-PAYS BOULAGEOIS;CC;Communauté de communes;0;3;Rural;44;57;57-Mos;GES/57-Mos
200067668;200067668;0;Communauté de communes de la Cléry, du Betz et de l'Ouanne;COMMUNAUTE DE COMMUNES DE LA CLERY, DU BETZ ET DE L OUANNE;CC de la Cléry, du Betz et de l'Ouanne;CC DE LA CLERY, DU BETZ ET DE L'OUANNE;CC;Communauté de communes;0;3;Rural;24;45;45-Lot;CVL/45-Lot
200067676;200067676;0;Communauté de communes Canaux et Forêts en Gâtinais;COMMUNAUTE DE COMMUNES CANAUX ET FORETS EN GATINAIS;CC Canaux et Forêts en Gâtinais;CC CANAUX ET FORETS EN GATINAIS;CC;Communauté de communes;0;3;Rural;24;45;45-Lot;CVL/45-Lot
200067684;200067684;0;Communauté d'agglomération Épernay, Coteaux et Plaine de Champagne;COMMUNAUTE D AGGLOMERATION EPERNAY, COTEAUX ET PLAINE DE CHAMPAGNE;CA Épernay, Coteaux et Plaine de Champagne;CA EPERNAY, COTEAUX ET PLAINE DE CHAMPAGNE;CA;Communauté d'agglomération;0;2;Urbain intermédiaire;44;51;51-Mar;GES/51-Mar
200067692;200067692;0;Communauté de communes Tannay-Brinon-Corbigny;COMMUNAUTE DE COMMUNES TANNAY BRINON CORBIGNY;CC Tannay-Brinon-Corbigny;CC TANNAY-BRINON-CORBIGNY;CC;Communauté de communes;0;3;Rural;27;58;58-Niè;BFC/58-Niè
200067700;200067700;0;Communauté de communes Sud Nivernais;COMMUNAUTE DE COMMUNES SUD NIVERNAIS;CC Sud Nivernais;CC SUD NIVERNAIS;CC;Communauté de communes;0;3;Rural;27;58;58-Niè;BFC/58-Niè
200067742;200067742;0;Communauté de communes Serre-Ponçon;COMMUNAUTE DE COMMUNES SERRE PONCON;CC Serre-Ponçon;CC SERRE-PONCON;CC;Communauté de communes;0;3;Rural;93;05;05-HAl;PACA/05-HAl
200067759;200067759;0;Communauté de communes Vallées et Plateau d'Ardenne;COMMUNAUTE DE COMMUNES VALLEES ET PLATEAU D ARDENNE;CC Vallées et Plateau d'Ardenne;CC VALLEES ET PLATEAU D'ARDENNE;CC;Communauté de communes;0;3;Rural;44;08;08-Ard;GES/08-Ard
200067767;200067767;0;Communauté de communes du Royans-Vercors;COMMUNAUTE DE COMMUNES DU ROYANS VERCORS;CC du Royans-Vercors;CC DU ROYANS-VERCORS;CC;Communauté de communes;0;3;Rural;84;26;26-Drô;ARA/26-Drô
200067783;200067783;0;Communauté de communes de Hanau-La Petite Pierre;COMMUNAUTE DE COMMUNES DE HANAU LA PETITE PIERRE;CC de Hanau-La Petite Pierre;CC DE HANAU-LA PETITE PIERRE;CC;Communauté de communes;0;3;Rural;44;67;67-BRh;GES/67-BRh
200067791;200067791;0;Communauté d'agglomération L'agglo Foix-Varilhes;COMMUNAUTE D AGGLOMERATION L AGGLO FOIX VARILHES;CA L'agglo Foix-Varilhes;CA L'AGGLO FOIX-VARILHES;CA;Communauté d'agglomération;0;2;Urbain intermédiaire;76;09;09-Ari;OCC/09-Ari
200067817;200067817;0;Communauté de communes Saône-Beaujolais;COMMUNAUTE DE COMMUNES SAONE BEAUJOLAIS;CC Saône-Beaujolais;CC SAONE-BEAUJOLAIS;CC;Communauté de communes;0;3;Rural;84;69;69-Rhô;ARA/69-Rhô
200067825;200067825;0;Communauté d'agglomération Gap-Tallard-Durance;COMMUNAUTE D AGGLOMERATION GAP TALLARD DURANCE;CA Gap-Tallard-Durance;CA GAP-TALLARD-DURANCE;CA;Communauté d'agglomération;0;2;Urbain intermédiaire;93;05;05-HAl;PACA/05-HAl
200067841;200067841;0;Communauté de communes de l'Alsace Bossue;COMMUNAUTE DE COMMUNES DE L ALSACE BOSSUE;CC de l'Alsace Bossue;CC DE L'ALSACE BOSSUE;CC;Communauté de communes;0;3;Rural;44;67;67-BRh;GES/67-BRh
200067866;200067866;0;Communauté de communes Sèvre et Loire;COMMUNAUTE DE COMMUNES SEVRE ET LOIRE;CC Sèvre et Loire;CC SEVRE ET LOIRE;CC;Communauté de communes;0;3;Rural;52;44;44-LoA;PDL/44-LoA
200067874;200067874;0;Communauté d'agglomération de Haguenau;COMMUNAUTE D AGGLOMERATION DE HAGUENAU;CA de Haguenau;CA DE HAGUENAU;CA;Communauté d'agglomération;0;2;Urbain intermédiaire;44;67;67-BRh;GES/67-BRh
200067882;200067882;0;Communauté de communes Bazois Loire Morvan;COMMUNAUTE DE COMMUNES BAZOIS LOIRE MORVAN;CC Bazois Loire Morvan;CC BAZOIS LOIRE MORVAN;CC;Communauté de communes;0;3;Rural;27;58;58-Niè;BFC/58-Niè
200067890;200067890;0;Communauté de communes Morvan Sommets et Grands Lacs;COMMUNAUTE DE COMMUNES MORVAN SOMMETS ET GRANDS LACS;CC Morvan Sommets et Grands Lacs;CC MORVAN SOMMETS ET GRANDS LACS;CC;Communauté de communes;0;3;Rural;27;58;58-Niè;BFC/58-Niè
200067908;200067908;0;Communauté de communes Amognes Cœur du Nivernais;COMMUNAUTE DE COMMUNES AMOGNES CŒUR DU NIVERNAIS;CC Amognes Cœur du Nivernais;CC AMOGNES CŒUR DU NIVERNAIS;CC;Communauté de communes;0;3;Rural;27;58;58-Niè;BFC/58-Niè
200067916;200067916;0;Communauté de communes Cœur de Loire;COMMUNAUTE DE COMMUNES CŒUR DE LOIRE;CC Cœur de Loire;CC CŒUR DE LOIRE;CC;Communauté de communes;0;3;Rural;27;58;58-Niè;BFC/58-Niè
200067924;200067924;0;Communauté de communes du Canton d'Erstein;COMMUNAUTE DE COMMUNES DU CANTON D ERSTEIN;CC du Canton d'Erstein;CC DU CANTON D'ERSTEIN;CC;Communauté de communes;0;2;Urbain intermédiaire;44;67;67-BRh;GES/67-BRh
200067932;200067932;0;Communauté d'agglomération Golfe du Morbihan - Vannes Agglomération;COMMUNAUTE D AGGLOMERATION GOLFE DU MORBIHAN VANNES AGGLOMERATION;CA Golfe du Morbihan - Vannes Agglomération;CA GOLFE DU MORBIHAN - VANNES AGGLOMERATION;CA;Communauté d'agglomération;0;3;Rural;53;56;56-Mor;BRE/56-Mor
200067940;200067940;0;Communauté de communes Couserans-Pyrénées;COMMUNAUTE DE COMMUNES COUSERANS PYRENEES;CC Couserans-Pyrénées;CC COUSERANS-PYRENEES;CC;Communauté de communes;0;3;Rural;76;09;09-Ari;OCC/09-Ari
200067957;200067957;0;Communauté de communes Haut Chemin-Pays de Pange;COMMUNAUTE DE COMMUNES HAUT CHEMIN PAYS DE PANGE;CC Haut Chemin-Pays de Pange;CC HAUT CHEMIN-PAYS DE PANGE;CC;Communauté de communes;0;3;Rural;44;57;57-Mos;GES/57-Mos
