"AAV2020";"AAV2020lib";"AAV2020libNCC";"TAAV2017";"TAAV2017lib";"TAAV2017libNCC";"TDAAV2017";"TDAAV2017lib";"TDAAV2017libNCC";"NB_COM";"dens3";"REG_dom";"DEP_dom";"DEPshort_dom";"regdep"
"357";"Belleville-en-Beaujolais";"BELLEVILLE EN BEAUJOLAIS";1;"Aire de moins de 50 000 habitants";"AIRE DE MOINS DE 50 000 HABITANTS";12;"Aire de 10 000 à moins de 20 000 habitants";"AIRE DE 10 000 A MOINS DE 20 000 HABITANTS";4;2;"84";"69";"69-Rhô";"ARA/69-Rhô"
"358";"Carentan-les-Marais";"CARENTAN LES MARAIS";1;"Aire de moins de 50 000 habitants";"AIRE DE MOINS DE 50 000 HABITANTS";12;"Aire de 10 000 à moins de 20 000 habitants";"AIRE DE 10 000 A MOINS DE 20 000 HABITANTS";13;3;"28";"50";"50-Man";"NOR/50-Man"
"359";"Vaison-la-Romaine";"VAISON LA ROMAINE";1;"Aire de moins de 50 000 habitants";"AIRE DE MOINS DE 50 000 HABITANTS";12;"Aire de 10 000 à moins de 20 000 habitants";"AIRE DE 10 000 A MOINS DE 20 000 HABITANTS";14;3;"93";"84";"84-Vau";"PACA/84-Vau"
"360";"Pineuilh";"PINEUILH";1;"Aire de moins de 50 000 habitants";"AIRE DE MOINS DE 50 000 HABITANTS";12;"Aire de 10 000 à moins de 20 000 habitants";"AIRE DE 10 000 A MOINS DE 20 000 HABITANTS";16;3;"75";"33";"33-Gir";"NAQ/33-Gir"
"361";"Nérac";"NERAC";1;"Aire de moins de 50 000 habitants";"AIRE DE MOINS DE 50 000 HABITANTS";12;"Aire de 10 000 à moins de 20 000 habitants";"AIRE DE 10 000 A MOINS DE 20 000 HABITANTS";17;3;"75";"47";"47-LeG";"NAQ/47-LeG"
"362";"Doué-en-Anjou";"DOUE EN ANJOU";1;"Aire de moins de 50 000 habitants";"AIRE DE MOINS DE 50 000 HABITANTS";12;"Aire de 10 000 à moins de 20 000 habitants";"AIRE DE 10 000 A MOINS DE 20 000 HABITANTS";7;3;"52";"49";"49-MeL";"PDL/49-MeL"
"363";"Prades";"PRADES";1;"Aire de moins de 50 000 habitants";"AIRE DE MOINS DE 50 000 HABITANTS";12;"Aire de 10 000 à moins de 20 000 habitants";"AIRE DE 10 000 A MOINS DE 20 000 HABITANTS";26;2;"76";"66";"66-PyO";"OCC/66-PyO"
"364";"La Tour-du-Pin";"LA TOUR DU PIN";1;"Aire de moins de 50 000 habitants";"AIRE DE MOINS DE 50 000 HABITANTS";12;"Aire de 10 000 à moins de 20 000 habitants";"AIRE DE 10 000 A MOINS DE 20 000 HABITANTS";4;2;"84";"38";"38-Isè";"ARA/38-Isè"
"365";"Châtillon-sur-Seine";"CHATILLON SUR SEINE";1;"Aire de moins de 50 000 habitants";"AIRE DE MOINS DE 50 000 HABITANTS";12;"Aire de 10 000 à moins de 20 000 habitants";"AIRE DE 10 000 A MOINS DE 20 000 HABITANTS";60;3;"27";"21";"21-CdO";"BFC/21-CdO"
"366";"Tonneins";"TONNEINS";1;"Aire de moins de 50 000 habitants";"AIRE DE MOINS DE 50 000 HABITANTS";12;"Aire de 10 000 à moins de 20 000 habitants";"AIRE DE 10 000 A MOINS DE 20 000 HABITANTS";11;2;"75";"47";"47-LeG";"NAQ/47-LeG"
"367";"Graulhet";"GRAULHET";1;"Aire de moins de 50 000 habitants";"AIRE DE MOINS DE 50 000 HABITANTS";12;"Aire de 10 000 à moins de 20 000 habitants";"AIRE DE 10 000 A MOINS DE 20 000 HABITANTS";7;2;"76";"81";"81-Tar";"OCC/81-Tar"
"368";"Wissembourg (partie française)";"WISSEMBOURG (PARTIE FRANCAISE)";1;"Aire de moins de 50 000 habitants";"AIRE DE MOINS DE 50 000 HABITANTS";12;"Aire de 10 000 à moins de 20 000 habitants";"AIRE DE 10 000 A MOINS DE 20 000 HABITANTS";11;3;"44";"67";"67-BRh";"GES/67-BRh"
"369";"Surgères";"SURGERES";1;"Aire de moins de 50 000 habitants";"AIRE DE MOINS DE 50 000 HABITANTS";12;"Aire de 10 000 à moins de 20 000 habitants";"AIRE DE 10 000 A MOINS DE 20 000 HABITANTS";9;3;"75";"17";"17-ChM";"NAQ/17-ChM"
"370";"Decize";"DECIZE";1;"Aire de moins de 50 000 habitants";"AIRE DE MOINS DE 50 000 HABITANTS";12;"Aire de 10 000 à moins de 20 000 habitants";"AIRE DE 10 000 A MOINS DE 20 000 HABITANTS";13;3;"27";"58";"58-Niè";"BFC/58-Niè"
"371";"Bormes-les-Mimosas";"BORMES LES MIMOSAS";1;"Aire de moins de 50 000 habitants";"AIRE DE MOINS DE 50 000 HABITANTS";12;"Aire de 10 000 à moins de 20 000 habitants";"AIRE DE 10 000 A MOINS DE 20 000 HABITANTS";3;2;"93";"83";"83-Var";"PACA/83-Var"
"372";"Commercy";"COMMERCY";1;"Aire de moins de 50 000 habitants";"AIRE DE MOINS DE 50 000 HABITANTS";12;"Aire de 10 000 à moins de 20 000 habitants";"AIRE DE 10 000 A MOINS DE 20 000 HABITANTS";19;3;"44";"55";"55-Meu";"GES/55-Meu"
"373";"Barbezieux-Saint-Hilaire";"BARBEZIEUX SAINT HILAIRE";1;"Aire de moins de 50 000 habitants";"AIRE DE MOINS DE 50 000 HABITANTS";12;"Aire de 10 000 à moins de 20 000 habitants";"AIRE DE 10 000 A MOINS DE 20 000 HABITANTS";25;3;"75";"16";"16-Cha";"NAQ/16-Cha"
"374";"Tarare";"TARARE";1;"Aire de moins de 50 000 habitants";"AIRE DE MOINS DE 50 000 HABITANTS";12;"Aire de 10 000 à moins de 20 000 habitants";"AIRE DE 10 000 A MOINS DE 20 000 HABITANTS";6;2;"84";"69";"69-Rhô";"ARA/69-Rhô"
"375";"Saint-Vallier";"SAINT VALLIER";1;"Aire de moins de 50 000 habitants";"AIRE DE MOINS DE 50 000 HABITANTS";12;"Aire de 10 000 à moins de 20 000 habitants";"AIRE DE 10 000 A MOINS DE 20 000 HABITANTS";9;3;"84";"26";"26-Drô";"ARA/26-Drô"
"376";"Pont-Saint-Esprit";"PONT SAINT ESPRIT";1;"Aire de moins de 50 000 habitants";"AIRE DE MOINS DE 50 000 HABITANTS";12;"Aire de 10 000 à moins de 20 000 habitants";"AIRE DE 10 000 A MOINS DE 20 000 HABITANTS";5;2;"76";"30";"30-Gar";"OCC/30-Gar"
"377";"Montpon-Ménestérol";"MONTPON MENESTEROL";1;"Aire de moins de 50 000 habitants";"AIRE DE MOINS DE 50 000 HABITANTS";12;"Aire de 10 000 à moins de 20 000 habitants";"AIRE DE 10 000 A MOINS DE 20 000 HABITANTS";13;3;"75";"24";"24-Dor";"NAQ/24-Dor"
"378";"Hesdin-la-Forêt";"HESDIN LA FORET";1;"Aire de moins de 50 000 habitants";"AIRE DE MOINS DE 50 000 HABITANTS";12;"Aire de 10 000 à moins de 20 000 habitants";"AIRE DE 10 000 A MOINS DE 20 000 HABITANTS";25;3;"32";"62";"62-PdC";"HDF/62-PdC"
"379";"Maîche";"MAICHE";1;"Aire de moins de 50 000 habitants";"AIRE DE MOINS DE 50 000 HABITANTS";12;"Aire de 10 000 à moins de 20 000 habitants";"AIRE DE 10 000 A MOINS DE 20 000 HABITANTS";23;3;"27";"25";"25-Dou";"BFC/25-Dou"
"380";"Avesnes-sur-Helpe";"AVESNES SUR HELPE";1;"Aire de moins de 50 000 habitants";"AIRE DE MOINS DE 50 000 HABITANTS";12;"Aire de 10 000 à moins de 20 000 habitants";"AIRE DE 10 000 A MOINS DE 20 000 HABITANTS";14;3;"32";"59";"59-Nor";"HDF/59-Nor"
"381";"Montval-sur-Loir";"MONTVAL SUR LOIR";1;"Aire de moins de 50 000 habitants";"AIRE DE MOINS DE 50 000 HABITANTS";12;"Aire de 10 000 à moins de 20 000 habitants";"AIRE DE 10 000 A MOINS DE 20 000 HABITANTS";12;3;"52";"72";"72-Sar";"PDL/72-Sar"
"382";"Montmorillon";"MONTMORILLON";1;"Aire de moins de 50 000 habitants";"AIRE DE MOINS DE 50 000 HABITANTS";12;"Aire de 10 000 à moins de 20 000 habitants";"AIRE DE 10 000 A MOINS DE 20 000 HABITANTS";18;3;"75";"86";"86-Vie";"NAQ/86-Vie"
"383";"Clamecy";"CLAMECY";1;"Aire de moins de 50 000 habitants";"AIRE DE MOINS DE 50 000 HABITANTS";12;"Aire de 10 000 à moins de 20 000 habitants";"AIRE DE 10 000 A MOINS DE 20 000 HABITANTS";45;3;"27";"58";"58-Niè";"BFC/58-Niè"
"384";"Saint-Gervais-les-Bains";"SAINT GERVAIS LES BAINS";1;"Aire de moins de 50 000 habitants";"AIRE DE MOINS DE 50 000 HABITANTS";12;"Aire de 10 000 à moins de 20 000 habitants";"AIRE DE 10 000 A MOINS DE 20 000 HABITANTS";7;3;"84";"74";"74-HSv";"ARA/74-HSv"
"385";"Fumel";"FUMEL";1;"Aire de moins de 50 000 habitants";"AIRE DE MOINS DE 50 000 HABITANTS";12;"Aire de 10 000 à moins de 20 000 habitants";"AIRE DE 10 000 A MOINS DE 20 000 HABITANTS";10;3;"75";"47";"47-LeG";"NAQ/47-LeG"
"386";"Ruffec";"RUFFEC";1;"Aire de moins de 50 000 habitants";"AIRE DE MOINS DE 50 000 HABITANTS";12;"Aire de 10 000 à moins de 20 000 habitants";"AIRE DE 10 000 A MOINS DE 20 000 HABITANTS";30;3;"75";"16";"16-Cha";"NAQ/16-Cha"
"387";"Essarts-en-Bocage";"ESSARTS EN BOCAGE";1;"Aire de moins de 50 000 habitants";"AIRE DE MOINS DE 50 000 HABITANTS";12;"Aire de 10 000 à moins de 20 000 habitants";"AIRE DE 10 000 A MOINS DE 20 000 HABITANTS";6;3;"52";"85";"85-Ven";"PDL/85-Ven"
"388";"Saint-Yrieix-la-Perche";"SAINT YRIEIX LA PERCHE";1;"Aire de moins de 50 000 habitants";"AIRE DE MOINS DE 50 000 HABITANTS";12;"Aire de 10 000 à moins de 20 000 habitants";"AIRE DE 10 000 A MOINS DE 20 000 HABITANTS";11;3;"75";"87";"87-HVi";"NAQ/87-HVi"
"389";"Bar-sur-Aube";"BAR SUR AUBE";1;"Aire de moins de 50 000 habitants";"AIRE DE MOINS DE 50 000 HABITANTS";12;"Aire de 10 000 à moins de 20 000 habitants";"AIRE DE 10 000 A MOINS DE 20 000 HABITANTS";43;3;"44";"10";"10-Aub";"GES/10-Aub"
"390";"Yssingeaux";"YSSINGEAUX";1;"Aire de moins de 50 000 habitants";"AIRE DE MOINS DE 50 000 HABITANTS";12;"Aire de 10 000 à moins de 20 000 habitants";"AIRE DE 10 000 A MOINS DE 20 000 HABITANTS";9;3;"84";"43";"43-HLo";"ARA/43-HLo"
"391";"Blaye";"BLAYE";1;"Aire de moins de 50 000 habitants";"AIRE DE MOINS DE 50 000 HABITANTS";12;"Aire de 10 000 à moins de 20 000 habitants";"AIRE DE 10 000 A MOINS DE 20 000 HABITANTS";13;3;"75";"33";"33-Gir";"NAQ/33-Gir"
"392";"Semur-en-Auxois";"SEMUR EN AUXOIS";1;"Aire de moins de 50 000 habitants";"AIRE DE MOINS DE 50 000 HABITANTS";12;"Aire de 10 000 à moins de 20 000 habitants";"AIRE DE 10 000 A MOINS DE 20 000 HABITANTS";54;3;"27";"21";"21-CdO";"BFC/21-CdO"
"393";"Saint-Chély-d'Apcher";"SAINT CHELY D APCHER";1;"Aire de moins de 50 000 habitants";"AIRE DE MOINS DE 50 000 HABITANTS";12;"Aire de 10 000 à moins de 20 000 habitants";"AIRE DE 10 000 A MOINS DE 20 000 HABITANTS";22;3;"76";"48";"48-Loz";"OCC/48-Loz"
"394";"Auray";"AURAY";1;"Aire de moins de 50 000 habitants";"AIRE DE MOINS DE 50 000 HABITANTS";12;"Aire de 10 000 à moins de 20 000 habitants";"AIRE DE 10 000 A MOINS DE 20 000 HABITANTS";1;2;"53";"56";"56-Mor";"BRE/56-Mor"
"395";"Dives-sur-Mer";"DIVES SUR MER";1;"Aire de moins de 50 000 habitants";"AIRE DE MOINS DE 50 000 HABITANTS";12;"Aire de 10 000 à moins de 20 000 habitants";"AIRE DE 10 000 A MOINS DE 20 000 HABITANTS";12;2;"28";"14";"14-Cal";"NOR/14-Cal"
"396";"Valence";"VALENCE";1;"Aire de moins de 50 000 habitants";"AIRE DE MOINS DE 50 000 HABITANTS";12;"Aire de 10 000 à moins de 20 000 habitants";"AIRE DE 10 000 A MOINS DE 20 000 HABITANTS";16;3;"76";"82";"82-TeG";"OCC/82-TeG"
"397";"Sézanne";"SEZANNE";1;"Aire de moins de 50 000 habitants";"AIRE DE MOINS DE 50 000 HABITANTS";12;"Aire de 10 000 à moins de 20 000 habitants";"AIRE DE 10 000 A MOINS DE 20 000 HABITANTS";37;3;"44";"51";"51-Mar";"GES/51-Mar"
"398";"Bagnères-de-Bigorre";"BAGNERES DE BIGORRE";1;"Aire de moins de 50 000 habitants";"AIRE DE MOINS DE 50 000 HABITANTS";12;"Aire de 10 000 à moins de 20 000 habitants";"AIRE DE 10 000 A MOINS DE 20 000 HABITANTS";21;2;"76";"65";"65-HPy";"OCC/65-HPy"
"399";"Saint-Martin-de-Crau";"SAINT MARTIN DE CRAU";1;"Aire de moins de 50 000 habitants";"AIRE DE MOINS DE 50 000 HABITANTS";12;"Aire de 10 000 à moins de 20 000 habitants";"AIRE DE 10 000 A MOINS DE 20 000 HABITANTS";1;2;"93";"13";"13-BdR";"PACA/13-BdR"
"400";"Gournay-en-Bray";"GOURNAY EN BRAY";1;"Aire de moins de 50 000 habitants";"AIRE DE MOINS DE 50 000 HABITANTS";12;"Aire de 10 000 à moins de 20 000 habitants";"AIRE DE 10 000 A MOINS DE 20 000 HABITANTS";21;3;"28";"76";"76-SMa";"NOR/76-SMa"
"401";"Roye";"ROYE";1;"Aire de moins de 50 000 habitants";"AIRE DE MOINS DE 50 000 HABITANTS";12;"Aire de 10 000 à moins de 20 000 habitants";"AIRE DE 10 000 A MOINS DE 20 000 HABITANTS";35;3;"32";"80";"80-Som";"HDF/80-Som"
"402";"Le Cateau-Cambrésis";"LE CATEAU CAMBRESIS";1;"Aire de moins de 50 000 habitants";"AIRE DE MOINS DE 50 000 HABITANTS";12;"Aire de 10 000 à moins de 20 000 habitants";"AIRE DE 10 000 A MOINS DE 20 000 HABITANTS";11;2;"32";"59";"59-Nor";"HDF/59-Nor"
"403";"Aubigny-sur-Nère";"AUBIGNY SUR NERE";1;"Aire de moins de 50 000 habitants";"AIRE DE MOINS DE 50 000 HABITANTS";12;"Aire de 10 000 à moins de 20 000 habitants";"AIRE DE 10 000 A MOINS DE 20 000 HABITANTS";16;3;"24";"18";"18-Che";"CVL/18-Che"
"404";"Saint-Affrique";"SAINT AFFRIQUE";1;"Aire de moins de 50 000 habitants";"AIRE DE MOINS DE 50 000 HABITANTS";12;"Aire de 10 000 à moins de 20 000 habitants";"AIRE DE 10 000 A MOINS DE 20 000 HABITANTS";16;3;"76";"12";"12-Ave";"OCC/12-Ave"
"405";"Cogolin";"COGOLIN";1;"Aire de moins de 50 000 habitants";"AIRE DE MOINS DE 50 000 HABITANTS";12;"Aire de 10 000 à moins de 20 000 habitants";"AIRE DE 10 000 A MOINS DE 20 000 HABITANTS";2;2;"93";"83";"83-Var";"PACA/83-Var"
"406";"Condom";"CONDOM";1;"Aire de moins de 50 000 habitants";"AIRE DE MOINS DE 50 000 HABITANTS";12;"Aire de 10 000 à moins de 20 000 habitants";"AIRE DE 10 000 A MOINS DE 20 000 HABITANTS";23;3;"76";"32";"32-Ger";"OCC/32-Ger"
"407";"Mazamet";"MAZAMET";1;"Aire de moins de 50 000 habitants";"AIRE DE MOINS DE 50 000 HABITANTS";12;"Aire de 10 000 à moins de 20 000 habitants";"AIRE DE 10 000 A MOINS DE 20 000 HABITANTS";4;2;"76";"81";"81-Tar";"OCC/81-Tar"
"408";"Chamonix-Mont-Blanc";"CHAMONIX MONT BLANC";1;"Aire de moins de 50 000 habitants";"AIRE DE MOINS DE 50 000 HABITANTS";12;"Aire de 10 000 à moins de 20 000 habitants";"AIRE DE 10 000 A MOINS DE 20 000 HABITANTS";4;2;"84";"74";"74-HSv";"ARA/74-HSv"
"409";"Lillebonne";"LILLEBONNE";1;"Aire de moins de 50 000 habitants";"AIRE DE MOINS DE 50 000 HABITANTS";12;"Aire de 10 000 à moins de 20 000 habitants";"AIRE DE 10 000 A MOINS DE 20 000 HABITANTS";6;2;"28";"76";"76-SMa";"NOR/76-SMa"
"410";"Gourdon";"GOURDON";1;"Aire de moins de 50 000 habitants";"AIRE DE MOINS DE 50 000 HABITANTS";12;"Aire de 10 000 à moins de 20 000 habitants";"AIRE DE 10 000 A MOINS DE 20 000 HABITANTS";22;3;"76";"46";"46-Lot";"OCC/46-Lot"
"411";"Pouzauges";"POUZAUGES";1;"Aire de moins de 50 000 habitants";"AIRE DE MOINS DE 50 000 HABITANTS";12;"Aire de 10 000 à moins de 20 000 habitants";"AIRE DE 10 000 A MOINS DE 20 000 HABITANTS";7;3;"52";"85";"85-Ven";"PDL/85-Ven"
"412";"Nyons";"NYONS";1;"Aire de moins de 50 000 habitants";"AIRE DE MOINS DE 50 000 HABITANTS";12;"Aire de 10 000 à moins de 20 000 habitants";"AIRE DE 10 000 A MOINS DE 20 000 HABITANTS";17;3;"84";"26";"26-Drô";"ARA/26-Drô"
"413";"Nogent-sur-Seine";"NOGENT SUR SEINE";1;"Aire de moins de 50 000 habitants";"AIRE DE MOINS DE 50 000 HABITANTS";12;"Aire de 10 000 à moins de 20 000 habitants";"AIRE DE 10 000 A MOINS DE 20 000 HABITANTS";19;3;"44";"10";"10-Aub";"GES/10-Aub"
"414";"Corte";"CORTE";1;"Aire de moins de 50 000 habitants";"AIRE DE MOINS DE 50 000 HABITANTS";12;"Aire de 10 000 à moins de 20 000 habitants";"AIRE DE 10 000 A MOINS DE 20 000 HABITANTS";34;2;"94";"2B";"2B-HCo";"COR/2B-HCo"
"415";"Tonnerre";"TONNERRE";1;"Aire de moins de 50 000 habitants";"AIRE DE MOINS DE 50 000 HABITANTS";12;"Aire de 10 000 à moins de 20 000 habitants";"AIRE DE 10 000 A MOINS DE 20 000 HABITANTS";38;3;"27";"89";"89-Yon";"BFC/89-Yon"
"416";"Digoin";"DIGOIN";1;"Aire de moins de 50 000 habitants";"AIRE DE MOINS DE 50 000 HABITANTS";12;"Aire de 10 000 à moins de 20 000 habitants";"AIRE DE 10 000 A MOINS DE 20 000 HABITANTS";8;2;"27";"71";"71-SeL";"BFC/71-SeL"
"417";"Givet";"GIVET";1;"Aire de moins de 50 000 habitants";"AIRE DE MOINS DE 50 000 HABITANTS";12;"Aire de 10 000 à moins de 20 000 habitants";"AIRE DE 10 000 A MOINS DE 20 000 HABITANTS";11;2;"44";"08";"08-Ard";"GES/08-Ard"
"418";"Mortagne-au-Perche";"MORTAGNE AU PERCHE";1;"Aire de moins de 50 000 habitants";"AIRE DE MOINS DE 50 000 HABITANTS";12;"Aire de 10 000 à moins de 20 000 habitants";"AIRE DE 10 000 A MOINS DE 20 000 HABITANTS";25;3;"28";"61";"61-Orn";"NOR/61-Orn"
"419";"Aubusson";"AUBUSSON";1;"Aire de moins de 50 000 habitants";"AIRE DE MOINS DE 50 000 HABITANTS";12;"Aire de 10 000 à moins de 20 000 habitants";"AIRE DE 10 000 A MOINS DE 20 000 HABITANTS";34;3;"75";"23";"23-Cre";"NAQ/23-Cre"
"420";"La Côte-Saint-André";"LA COTE SAINT ANDRE";1;"Aire de moins de 50 000 habitants";"AIRE DE MOINS DE 50 000 HABITANTS";12;"Aire de 10 000 à moins de 20 000 habitants";"AIRE DE 10 000 A MOINS DE 20 000 HABITANTS";8;3;"84";"38";"38-Isè";"ARA/38-Isè"
"421";"Aire-sur-l'Adour";"AIRE SUR L ADOUR";1;"Aire de moins de 50 000 habitants";"AIRE DE MOINS DE 50 000 HABITANTS";12;"Aire de 10 000 à moins de 20 000 habitants";"AIRE DE 10 000 A MOINS DE 20 000 HABITANTS";23;3;"76";"32";"32-Ger";"OCC/32-Ger"
"422";"Hauts de Bienne";"HAUTS DE BIENNE";1;"Aire de moins de 50 000 habitants";"AIRE DE MOINS DE 50 000 HABITANTS";12;"Aire de 10 000 à moins de 20 000 habitants";"AIRE DE 10 000 A MOINS DE 20 000 HABITANTS";7;3;"27";"39";"39-Jur";"BFC/39-Jur"
"423";"Moûtiers";"MOUTIERS";1;"Aire de moins de 50 000 habitants";"AIRE DE MOINS DE 50 000 HABITANTS";12;"Aire de 10 000 à moins de 20 000 habitants";"AIRE DE 10 000 A MOINS DE 20 000 HABITANTS";7;3;"84";"73";"73-Sav";"ARA/73-Sav"
"424";"Jarny";"JARNY";1;"Aire de moins de 50 000 habitants";"AIRE DE MOINS DE 50 000 HABITANTS";12;"Aire de 10 000 à moins de 20 000 habitants";"AIRE DE 10 000 A MOINS DE 20 000 HABITANTS";8;2;"44";"54";"54-MeM";"GES/54-MeM"
"425";"Ribérac";"RIBERAC";1;"Aire de moins de 50 000 habitants";"AIRE DE MOINS DE 50 000 HABITANTS";12;"Aire de 10 000 à moins de 20 000 habitants";"AIRE DE 10 000 A MOINS DE 20 000 HABITANTS";24;3;"75";"24";"24-Dor";"NAQ/24-Dor"
"426";"Delle (partie française)";"DELLE (PARTIE FRANCAISE)";1;"Aire de moins de 50 000 habitants";"AIRE DE MOINS DE 50 000 HABITANTS";12;"Aire de 10 000 à moins de 20 000 habitants";"AIRE DE 10 000 A MOINS DE 20 000 HABITANTS";8;2;"27";"90";"90-TdB";"BFC/90-TdB"
"427";"Embrun";"EMBRUN";1;"Aire de moins de 50 000 habitants";"AIRE DE MOINS DE 50 000 HABITANTS";12;"Aire de 10 000 à moins de 20 000 habitants";"AIRE DE 10 000 A MOINS DE 20 000 HABITANTS";12;3;"93";"05";"05-HAl";"PACA/05-HAl"
"428";"Sully-sur-Loire";"SULLY SUR LOIRE";1;"Aire de moins de 50 000 habitants";"AIRE DE MOINS DE 50 000 HABITANTS";12;"Aire de 10 000 à moins de 20 000 habitants";"AIRE DE 10 000 A MOINS DE 20 000 HABITANTS";8;3;"24";"45";"45-Lot";"CVL/45-Lot"
"429";"Saint-Florentin";"SAINT FLORENTIN";1;"Aire de moins de 50 000 habitants";"AIRE DE MOINS DE 50 000 HABITANTS";12;"Aire de 10 000 à moins de 20 000 habitants";"AIRE DE 10 000 A MOINS DE 20 000 HABITANTS";19;3;"27";"89";"89-Yon";"BFC/89-Yon"
"430";"Calvi";"CALVI";1;"Aire de moins de 50 000 habitants";"AIRE DE MOINS DE 50 000 HABITANTS";12;"Aire de 10 000 à moins de 20 000 habitants";"AIRE DE 10 000 A MOINS DE 20 000 HABITANTS";15;3;"94";"2B";"2B-HCo";"COR/2B-HCo"
"431";"Guer";"GUER";1;"Aire de moins de 50 000 habitants";"AIRE DE MOINS DE 50 000 HABITANTS";12;"Aire de 10 000 à moins de 20 000 habitants";"AIRE DE 10 000 A MOINS DE 20 000 HABITANTS";9;3;"53";"56";"56-Mor";"BRE/56-Mor"
"432";"Vidauban";"VIDAUBAN";1;"Aire de moins de 50 000 habitants";"AIRE DE MOINS DE 50 000 HABITANTS";12;"Aire de 10 000 à moins de 20 000 habitants";"AIRE DE 10 000 A MOINS DE 20 000 HABITANTS";1;2;"93";"83";"83-Var";"PACA/83-Var"
"433";"Baugé-en-Anjou";"BAUGE EN ANJOU";1;"Aire de moins de 50 000 habitants";"AIRE DE MOINS DE 50 000 HABITANTS";12;"Aire de 10 000 à moins de 20 000 habitants";"AIRE DE 10 000 A MOINS DE 20 000 HABITANTS";1;3;"52";"49";"49-MeL";"PDL/49-MeL"
"434";"Nontron";"NONTRON";1;"Aire de moins de 50 000 habitants";"AIRE DE MOINS DE 50 000 HABITANTS";12;"Aire de 10 000 à moins de 20 000 habitants";"AIRE DE 10 000 A MOINS DE 20 000 HABITANTS";19;3;"75";"24";"24-Dor";"NAQ/24-Dor"
"435";"La Souterraine";"LA SOUTERRAINE";1;"Aire de moins de 50 000 habitants";"AIRE DE MOINS DE 50 000 HABITANTS";12;"Aire de 10 000 à moins de 20 000 habitants";"AIRE DE 10 000 A MOINS DE 20 000 HABITANTS";12;3;"75";"23";"23-Cre";"NAQ/23-Cre"
"436";"Gueugnon";"GUEUGNON";1;"Aire de moins de 50 000 habitants";"AIRE DE MOINS DE 50 000 HABITANTS";12;"Aire de 10 000 à moins de 20 000 habitants";"AIRE DE 10 000 A MOINS DE 20 000 HABITANTS";12;3;"27";"71";"71-SeL";"BFC/71-SeL"
"437";"Beaurepaire";"BEAUREPAIRE";1;"Aire de moins de 50 000 habitants";"AIRE DE MOINS DE 50 000 HABITANTS";12;"Aire de 10 000 à moins de 20 000 habitants";"AIRE DE 10 000 A MOINS DE 20 000 HABITANTS";10;3;"84";"38";"38-Isè";"ARA/38-Isè"
"438";"Valdahon";"VALDAHON";1;"Aire de moins de 50 000 habitants";"AIRE DE MOINS DE 50 000 HABITANTS";12;"Aire de 10 000 à moins de 20 000 habitants";"AIRE DE 10 000 A MOINS DE 20 000 HABITANTS";22;3;"27";"25";"25-Dou";"BFC/25-Dou"
"439";"Marennes-Hiers-Brouage";"MARENNES HIERS BROUAGE";1;"Aire de moins de 50 000 habitants";"AIRE DE MOINS DE 50 000 HABITANTS";12;"Aire de 10 000 à moins de 20 000 habitants";"AIRE DE 10 000 A MOINS DE 20 000 HABITANTS";3;3;"75";"17";"17-ChM";"NAQ/17-ChM"
"440";"La Réole";"LA REOLE";1;"Aire de moins de 50 000 habitants";"AIRE DE MOINS DE 50 000 HABITANTS";12;"Aire de 10 000 à moins de 20 000 habitants";"AIRE DE 10 000 A MOINS DE 20 000 HABITANTS";20;3;"75";"33";"33-Gir";"NAQ/33-Gir"
"441";"Saint-Hilaire-du-Harcouët";"SAINT HILAIRE DU HARCOUET";1;"Aire de moins de 50 000 habitants";"AIRE DE MOINS DE 50 000 HABITANTS";12;"Aire de 10 000 à moins de 20 000 habitants";"AIRE DE 10 000 A MOINS DE 20 000 HABITANTS";8;3;"28";"50";"50-Man";"NOR/50-Man"
"442";"Montbard";"MONTBARD";1;"Aire de moins de 50 000 habitants";"AIRE DE MOINS DE 50 000 HABITANTS";12;"Aire de 10 000 à moins de 20 000 habitants";"AIRE DE 10 000 A MOINS DE 20 000 HABITANTS";34;3;"27";"21";"21-CdO";"BFC/21-CdO"
"443";"Lodève";"LODEVE";1;"Aire de moins de 50 000 habitants";"AIRE DE MOINS DE 50 000 HABITANTS";12;"Aire de 10 000 à moins de 20 000 habitants";"AIRE DE 10 000 A MOINS DE 20 000 HABITANTS";19;2;"76";"34";"34-Hér";"OCC/34-Hér"
"444";"Le Pouliguen";"LE POULIGUEN";1;"Aire de moins de 50 000 habitants";"AIRE DE MOINS DE 50 000 HABITANTS";12;"Aire de 10 000 à moins de 20 000 habitants";"AIRE DE 10 000 A MOINS DE 20 000 HABITANTS";3;2;"52";"44";"44-LoA";"PDL/44-LoA"
"445";"Pauillac";"PAUILLAC";1;"Aire de moins de 50 000 habitants";"AIRE DE MOINS DE 50 000 HABITANTS";12;"Aire de 10 000 à moins de 20 000 habitants";"AIRE DE 10 000 A MOINS DE 20 000 HABITANTS";5;3;"75";"33";"33-Gir";"NAQ/33-Gir"
"446";"Tournus";"TOURNUS";1;"Aire de moins de 50 000 habitants";"AIRE DE MOINS DE 50 000 HABITANTS";12;"Aire de 10 000 à moins de 20 000 habitants";"AIRE DE 10 000 A MOINS DE 20 000 HABITANTS";14;3;"27";"71";"71-SeL";"BFC/71-SeL"
